	row_idx	variable	value
240	18	99	1
241	58	99	1
242	124	99	1
243	128	99	1
244	195	99	1
245	214	99	1
246	243	99	1
247	258	99	1
248	266	99	1
249	295	99	1
250	396	99	1
251	459	99	1
252	522	99	1
253	553	99	1
254	562	99	1
255	570	99	1
256	593	99	1
257	600	99	1
258	604	99	1
259	607	99	1
260	642	99	1
261	686	99	1
262	695	99	1
263	66	100	1
264	79	100	1
265	333	100	1
266	432	100	1
267	575	100	1
268	581	100	1
269	350	102	1
270	26	103	1
271	63	103	1
272	375	103	1
273	407	103	1
274	470	103	1
275	136	107	1
276	256	107	1
277	65	109	1
278	66	109	1
279	133	109	1
280	293	109	1
281	342	109	1
282	432	109	1
283	433	109	1
284	434	109	1
285	506	109	1
286	585	109	1
287	595	109	1
288	1	113	1
289	662	113	1
290	142	114	1
291	269	114	1
292	632	114	1
293	638	114	1
294	32	115	1
295	177	115	1
296	371	115	1
297	39	116	1
298	338	116	1
299	437	116	1
300	523	116	1
301	555	116	1
302	20	120	1
303	98	120	1
304	338	120	1
305	369	120	1
306	437	120	1
307	464	120	1
308	496	120	1
309	523	120	1
310	659	120	1
311	9	122	1
312	531	122	1
313	537	124	1
314	312	125	1
315	425	128	1
316	20	135	1
317	63	136	1
318	280	136	1
319	284	137	1
320	619	139	1
321	629	139	1
322	656	139	1
323	49	140	1
324	94	140	1
325	102	140	1
326	121	140	1
327	131	140	1
328	176	140	1
329	202	140	1
330	226	140	1
331	244	140	1
332	272	140	1
333	331	140	1
334	393	140	1
335	507	140	1
336	525	140	1
337	565	140	1
338	570	140	1
339	617	140	1
340	625	140	1
341	672	140	1
342	252	141	1
343	369	141	1
344	496	141	1
345	497	141	1
346	47	143	1
347	87	145	1
348	362	145	1
349	531	145	1
350	3	147	1
351	379	150	1
352	89	151	1
353	98	151	1
354	179	151	1
355	180	151	1
356	189	151	1
357	191	151	1
358	205	151	1
359	221	151	1
360	234	151	1
361	245	151	1
362	252	151	1
363	262	151	1
364	328	151	1
365	345	151	1
366	365	151	1
367	366	151	1
368	369	151	1
369	381	151	1
370	406	151	1
371	412	151	1
372	462	151	1
373	481	151	1
374	492	151	1
375	496	151	1
376	510	151	1
377	517	151	1
378	547	152	1
379	421	161	1
380	49	165	1
381	51	165	1
382	59	165	1
383	93	165	1
384	94	165	1
385	102	165	1
386	121	165	1
387	124	165	1
388	126	165	1
389	149	165	1
390	171	165	1
391	192	165	1
392	229	165	1
393	246	165	1
394	290	165	1
395	295	165	1
396	313	165	1
397	317	165	1
398	318	165	1
399	330	165	1
400	341	165	1
401	347	165	1
402	372	165	1
403	445	165	1
404	463	165	1
405	565	165	1
406	568	165	1
407	589	165	1
408	598	165	1
409	617	165	1
410	625	165	1
411	670	165	1
412	695	165	1
413	704	165	1
414	36	166	1
415	49	166	1
416	50	166	1
417	51	166	1
418	59	166	1
419	88	166	1
420	94	166	1
421	102	166	1
422	121	166	1
423	149	166	1
424	186	166	1
425	196	166	1
426	226	166	1
427	243	166	1
428	290	166	1
429	296	166	1
430	330	166	1
431	341	166	1
432	429	166	1
433	455	166	1
434	459	166	1
435	565	166	1
436	568	166	1
437	589	166	1
438	598	166	1
439	617	166	1
440	625	166	1
441	678	166	1
442	695	166	1
443	414	167	1
444	694	167	1
445	3	171	1
446	177	171	1
447	49	176	1
448	102	176	1
449	121	176	1
450	126	176	1
451	333	176	1
452	336	176	1
453	429	176	1
454	512	176	1
455	575	176	1
456	617	176	1
457	625	176	1
458	692	176	1
459	23	182	1
460	61	184	1
461	316	184	1
462	322	184	1
463	383	184	1
464	411	184	1
465	434	184	1
466	487	184	1
467	554	184	1
468	594	184	1
469	165	186	1
470	166	186	1
471	282	186	1
472	47	187	1
473	166	187	1
474	277	187	1
475	527	187	1
476	474	189	1
477	165	190	1
478	282	190	1
479	49	195	1
480	51	195	1
481	59	195	1
482	102	195	1
483	121	195	1
484	124	195	1
485	149	195	1
486	192	195	1
487	246	195	1
488	318	195	1
489	330	195	1
490	341	195	1
491	372	195	1
492	445	195	1
493	565	195	1
494	589	195	1
495	598	195	1
496	617	195	1
497	625	195	1
498	670	195	1
499	695	195	1
500	141	196	1
501	588	197	1
502	61	198	1
503	256	201	1
504	252	202	1
505	256	202	1
506	293	204	1
507	394	204	1
508	173	207	1
509	581	207	1
510	687	207	1
511	447	208	1
512	142	209	1
513	638	209	1
514	614	219	1
515	49	222	1
516	51	222	1
517	59	222	1
518	102	222	1
519	121	222	1
520	149	222	1
521	330	222	1
522	341	222	1
523	478	222	1
524	589	222	1
525	598	222	1
526	617	222	1
527	625	222	1
528	695	222	1
529	36	224	1
530	50	224	1
531	51	224	1
532	59	224	1
533	93	224	1
534	149	224	1
535	330	224	1
536	530	224	1
537	565	224	1
538	589	224	1
539	598	224	1
540	627	224	1
541	695	224	1
542	173	226	1
543	581	226	1
544	49	233	1
545	94	233	1
546	102	233	1
547	121	233	1
548	131	233	1
549	176	233	1
550	202	233	1
551	226	233	1
552	244	233	1
553	272	233	1
554	331	233	1
555	377	233	1
556	393	233	1
557	507	233	1
558	525	233	1
559	565	233	1
560	570	233	1
561	617	233	1
562	625	233	1
563	672	233	1
564	32	238	1
565	83	238	1
566	177	238	1
567	345	238	1
568	547	239	1
569	574	239	1
570	173	241	1
571	207	241	1
572	452	241	1
573	512	241	1
574	272	242	1
575	273	242	1
576	348	242	1
577	390	242	1
578	394	242	1
579	401	242	1
580	445	242	1
581	500	242	1
582	525	242	1
583	542	242	1
584	551	242	1
585	487	243	1
586	554	243	1
587	17	244	1
588	77	244	1
589	91	244	1
590	94	244	1
591	97	244	1
592	101	244	1
593	203	244	1
594	265	244	1
595	323	244	1
596	326	244	1
597	380	244	1
598	394	244	1
599	399	244	1
600	426	244	1
601	443	244	1
602	586	244	1
603	692	244	1
604	697	244	1
605	72	245	1
606	623	245	1
607	135	247	1
608	300	247	1
609	340	247	1
610	398	247	1
611	479	247	1
612	655	247	1
613	580	248	1
614	84	249	1
615	134	249	1
616	139	249	1
617	144	249	1
618	272	249	1
619	293	249	1
620	500	249	1
621	551	249	1
622	632	251	1
623	497	254	1
624	49	257	1
625	50	257	1
626	51	257	1
627	59	257	1
628	94	257	1
629	102	257	1
630	121	257	1
631	126	257	1
632	146	257	1
633	149	257	1
634	161	257	1
635	176	257	1
636	186	257	1
637	207	257	1
638	226	257	1
639	290	257	1
640	303	257	1
641	317	257	1
642	330	257	1
643	331	257	1
644	341	257	1
645	347	257	1
646	398	257	1
647	449	257	1
648	525	257	1
649	530	257	1
650	565	257	1
651	568	257	1
652	570	257	1
653	589	257	1
654	598	257	1
655	617	257	1
656	625	257	1
657	627	257	1
658	678	257	1
659	679	257	1
660	695	257	1
661	142	259	1
662	269	259	1
663	632	259	1
664	638	259	1
665	173	260	1
666	23	261	1
667	379	262	1
668	566	262	1
669	36	264	1
670	88	264	1
671	296	264	1
672	455	264	1
673	456	264	1
674	15	265	1
675	425	267	1
676	15	270	1
677	129	272	1
678	538	272	1
679	13	274	1
680	44	274	1
681	86	274	1
682	111	274	1
683	127	274	1
684	145	274	1
685	152	274	1
686	184	274	1
687	307	274	1
688	311	274	1
689	368	274	1
690	397	274	1
691	424	274	1
692	524	274	1
693	582	274	1
694	669	274	1
695	673	274	1
696	293	277	1
697	434	277	1
698	16	279	1
699	17	279	1
700	70	279	1
701	73	279	1
702	94	279	1
703	109	279	1
704	155	279	1
705	176	279	1
706	185	279	1
707	226	279	1
708	229	279	1
709	317	279	1
710	331	279	1
711	432	279	1
712	450	279	1
713	545	279	1
714	550	279	1
715	565	279	1
716	568	279	1
717	570	279	1
718	571	279	1
719	581	279	1
720	627	279	1
721	655	279	1
722	670	279	1
723	687	279	1
724	692	279	1
725	24	280	1
726	63	280	1
727	287	280	1
728	375	280	1
729	442	280	1
730	538	280	1
731	549	280	1
732	668	280	1
733	681	280	1
734	376	281	1
735	136	286	1
736	256	286	1
737	136	287	1
738	256	287	1
739	33	289	1
740	49	289	1
741	94	289	1
742	102	289	1
743	110	289	1
744	121	289	1
745	124	289	1
746	137	289	1
747	171	289	1
748	172	289	1
749	175	289	1
750	176	289	1
751	186	289	1
752	226	289	1
753	229	289	1
754	253	289	1
755	258	289	1
756	272	289	1
757	290	289	1
758	295	289	1
759	303	289	1
760	313	289	1
761	317	289	1
762	325	289	1
763	341	289	1
764	347	289	1
765	390	289	1
766	445	289	1
767	463	289	1
768	525	289	1
769	562	289	1
770	565	289	1
771	568	289	1
772	570	289	1
773	576	289	1
774	589	289	1
775	598	289	1
776	617	289	1
777	625	289	1
778	655	289	1
779	695	289	1
780	704	289	1
781	316	290	1
782	421	290	1
783	428	290	1
784	42	291	1
785	574	291	1
786	591	291	1
787	624	291	1
788	474	296	1
789	41	297	1
790	237	301	1
791	13	303	1
792	44	303	1
793	86	303	1
794	111	303	1
795	127	303	1
796	145	303	1
797	152	303	1
798	157	303	1
799	184	303	1
800	307	303	1
801	311	303	1
802	368	303	1
803	389	303	1
804	397	303	1
805	424	303	1
806	524	303	1
807	582	303	1
808	597	303	1
809	608	303	1
810	669	303	1
811	673	303	1
812	17	310	1
813	49	310	1
814	50	310	1
815	51	310	1
816	59	310	1
817	102	310	1
818	121	310	1
819	126	310	1
820	146	310	1
821	149	310	1
822	161	310	1
823	290	310	1
824	330	310	1
825	341	310	1
826	530	310	1
827	565	310	1
828	568	310	1
829	589	310	1
830	598	310	1
831	617	310	1
832	625	310	1
833	627	310	1
834	695	310	1
835	574	311	1
836	581	311	1
837	61	312	1
838	322	312	1
839	383	312	1
840	411	312	1
841	434	312	1
842	487	312	1
843	594	312	1
844	122	313	1
845	47	316	1
846	277	316	1
847	527	316	1
848	42	318	1
849	487	318	1
850	547	318	1
851	554	318	1
852	574	318	1
853	3	319	1
854	113	321	1
855	123	321	1
856	141	321	1
857	261	321	1
858	392	321	1
859	662	321	1
860	25	323	1
861	49	323	1
862	65	323	1
863	94	323	1
864	102	323	1
865	121	323	1
866	131	323	1
867	147	323	1
868	161	323	1
869	176	323	1
870	202	323	1
871	226	323	1
872	244	323	1
873	272	323	1
874	331	323	1
875	336	323	1
876	374	323	1
877	377	323	1
878	393	323	1
879	432	323	1
880	507	323	1
881	521	323	1
882	525	323	1
883	535	323	1
884	565	323	1
885	567	323	1
886	570	323	1
887	617	323	1
888	618	323	1
889	625	323	1
890	651	323	1
891	663	323	1
892	672	323	1
893	3	325	1
894	49	327	1
895	51	327	1
896	59	327	1
897	75	327	1
898	102	327	1
899	121	327	1
900	124	327	1
901	149	327	1
902	192	327	1
903	246	327	1
904	295	327	1
905	317	327	1
906	318	327	1
907	330	327	1
908	341	327	1
909	372	327	1
910	445	327	1
911	565	327	1
912	589	327	1
913	598	327	1
914	617	327	1
915	625	327	1
916	670	327	1
917	695	327	1
918	41	328	1
919	281	328	1
920	529	328	1
921	33	329	1
922	49	329	1
923	102	329	1
924	110	329	1
925	121	329	1
926	124	329	1
927	137	329	1
928	175	329	1
929	186	329	1
930	253	329	1
931	258	329	1
932	272	329	1
933	295	329	1
934	303	329	1
935	317	329	1
936	325	329	1
937	341	329	1
938	344	329	1
939	565	329	1
940	568	329	1
941	576	329	1
942	589	329	1
943	598	329	1
944	617	329	1
945	625	329	1
946	49	331	1
947	51	331	1
948	59	331	1
949	102	331	1
950	121	331	1
951	149	331	1
952	207	331	1
953	330	331	1
954	341	331	1
955	478	331	1
956	542	331	1
957	587	331	1
958	589	331	1
959	598	331	1
960	617	331	1
961	625	331	1
962	695	331	1
963	430	336	1
964	421	341	1
965	430	347	1
966	470	358	1
967	549	358	1
968	17	359	1
969	77	359	1
970	91	359	1
971	94	359	1
972	97	359	1
973	126	359	1
974	173	359	1
975	203	359	1
976	265	359	1
977	288	359	1
978	323	359	1
979	326	359	1
980	380	359	1
981	394	359	1
982	399	359	1
983	426	359	1
984	443	359	1
985	586	359	1
986	692	359	1
987	697	359	1
988	705	359	1
989	142	360	1
990	166	361	1
991	42	362	1
992	348	362	1
993	591	362	1
994	624	362	1
995	17	363	1
996	101	363	1
997	292	363	1
998	333	363	1
999	425	363	1
1000	438	363	1
1001	452	363	1
1002	512	363	1
1003	574	363	1
1004	575	363	1
1005	581	363	1
1006	614	363	1
1007	39	365	1
1008	112	365	1
1009	10	367	1
1010	16	367	1
1011	70	367	1
1012	155	367	1
1013	185	367	1
1014	333	367	1
1015	344	367	1
1016	432	367	1
1017	450	367	1
1018	478	367	1
1019	544	367	1
1020	545	367	1
1021	550	367	1
1022	568	367	1
1023	571	367	1
1024	575	367	1
1025	670	367	1
1026	36	369	1
1027	49	369	1
1028	50	369	1
1029	51	369	1
1030	102	369	1
1031	121	369	1
1032	347	369	1
1033	598	369	1
1034	617	369	1
1035	625	369	1
1036	695	369	1
1037	36	375	1
1038	49	375	1
1039	51	375	1
1040	59	375	1
1041	88	375	1
1042	93	375	1
1043	102	375	1
1044	121	375	1
1045	149	375	1
1046	296	375	1
1047	317	375	1
1048	330	375	1
1049	341	375	1
1050	440	375	1
1051	455	375	1
1052	456	375	1
1053	486	375	1
1054	589	375	1
1055	598	375	1
1056	617	375	1
1057	625	375	1
1058	32	378	1
1059	177	378	1
1060	371	378	1
1061	121	380	1
1062	330	380	1
1063	390	380	1
1064	139	381	1
1065	141	381	1
1066	154	381	1
1067	310	381	1
1068	500	381	1
1069	376	384	1
1070	256	390	1
1071	533	391	1
1072	18	395	1
1073	58	395	1
1074	124	395	1
1075	128	395	1
1076	171	395	1
1077	195	395	1
1078	214	395	1
1079	243	395	1
1080	258	395	1
1081	266	395	1
1082	295	395	1
1083	396	395	1
1084	445	395	1
1085	459	395	1
1086	522	395	1
1087	562	395	1
1088	570	395	1
1089	593	395	1
1090	600	395	1
1091	604	395	1
1092	607	395	1
1093	642	395	1
1094	686	395	1
1095	695	395	1
1096	104	396	1
1097	263	401	1
1098	510	401	1
1099	668	401	1
1100	32	402	1
1101	83	402	1
1102	177	402	1
1103	39	403	1
1104	84	403	1
1105	293	403	1
1106	554	403	1
1107	94	408	1
1108	110	408	1
1109	124	408	1
1110	137	408	1
1111	175	408	1
1112	176	408	1
1113	226	408	1
1114	253	408	1
1115	272	408	1
1116	295	408	1
1117	317	408	1
1118	325	408	1
1119	565	408	1
1120	576	408	1
1121	589	408	1
1122	598	408	1
1123	617	408	1
1124	402	409	1
1125	284	418	1
1126	428	419	1
1127	554	419	1
1128	23	420	1
1129	13	422	1
1130	44	422	1
1131	145	422	1
1132	389	422	1
1133	424	422	1
1134	461	422	1
1135	524	422	1
1136	597	422	1
1137	350	423	1
1138	11	424	1
1139	147	424	1
1140	300	424	1
1141	333	424	1
1142	336	424	1
1143	378	424	1
1144	618	424	1
1145	651	424	1
1146	24	425	1
1147	62	427	1
1148	315	427	1
1149	159	428	1
1150	425	428	1
1151	262	429	1
1152	510	430	1
1153	16	431	1
1154	17	431	1
1155	70	431	1
1156	73	431	1
1157	94	431	1
1158	109	431	1
1159	155	431	1
1160	176	431	1
1161	185	431	1
1162	226	431	1
1163	229	431	1
1164	290	431	1
1165	293	431	1
1166	331	431	1
1167	432	431	1
1168	544	431	1
1169	545	431	1
1170	550	431	1
1171	565	431	1
1172	568	431	1
1173	570	431	1
1174	627	431	1
1175	670	431	1
1176	687	431	1
1177	692	431	1
1178	256	434	1
1179	49	436	1
1180	51	436	1
1181	59	436	1
1182	102	436	1
1183	121	436	1
1184	146	436	1
1185	149	436	1
1186	172	436	1
1187	186	436	1
1188	196	436	1
1189	207	436	1
1190	229	436	1
1191	273	436	1
1192	303	436	1
1193	317	436	1
1194	330	436	1
1195	341	436	1
1196	390	436	1
1197	401	436	1
1198	438	436	1
1199	449	436	1
1200	478	436	1
1201	525	436	1
1202	542	436	1
1203	565	436	1
1204	587	436	1
1205	589	436	1
1206	598	436	1
1207	614	436	1
1208	617	436	1
1209	622	436	1
1210	625	436	1
1211	678	436	1
1212	679	436	1
1213	695	436	1
1214	23	440	1
1215	66	441	1
1216	218	441	1
1217	17	443	1
1218	77	443	1
1219	91	443	1
1220	97	443	1
1221	101	443	1
1222	203	443	1
1223	265	443	1
1224	288	443	1
1225	323	443	1
1226	326	443	1
1227	380	443	1
1228	394	443	1
1229	399	443	1
1230	426	443	1
1231	429	443	1
1232	443	443	1
1233	586	443	1
1234	692	443	1
1235	697	443	1
1236	705	443	1
1237	276	449	1
1238	23	450	1
1239	42	453	1
1240	94	453	1
1241	348	453	1
1242	551	453	1
1243	591	453	1
1244	624	453	1
1245	3	454	1
1246	190	458	1
1247	301	458	1
1248	364	458	1
1249	596	458	1
1250	72	460	1
1251	113	460	1
1252	310	460	1
1253	392	460	1
1254	515	460	1
1255	588	460	1
1256	623	460	1
1257	13	461	1
1258	42	461	1
1259	44	461	1
1260	61	461	1
1261	75	461	1
1262	86	461	1
1263	111	461	1
1264	127	461	1
1265	145	461	1
1266	152	461	1
1267	157	461	1
1268	184	461	1
1269	229	461	1
1270	307	461	1
1271	311	461	1
1272	348	461	1
1273	368	461	1
1274	389	461	1
1275	397	461	1
1276	424	461	1
1277	425	461	1
1278	461	461	1
1279	524	461	1
1280	574	461	1
1281	582	461	1
1282	591	461	1
1283	597	461	1
1284	602	461	1
1285	608	461	1
1286	624	461	1
1287	669	461	1
1288	673	461	1
1289	36	462	1
1290	49	462	1
1291	51	462	1
1292	59	462	1
1293	88	462	1
1294	93	462	1
1295	102	462	1
1296	121	462	1
1297	149	462	1
1298	243	462	1
1299	296	462	1
1300	317	462	1
1301	330	462	1
1302	429	462	1
1303	440	462	1
1304	455	462	1
1305	456	462	1
1306	459	462	1
1307	486	462	1
1308	589	462	1
1309	598	462	1
1310	617	462	1
1311	625	462	1
1312	695	462	1
1313	627	467	1
1314	292	471	1
1315	86	473	1
1316	152	473	1
1317	368	473	1
1318	582	473	1
1319	86	476	1
1320	152	476	1
1321	368	476	1
1322	582	476	1
1323	653	478	1
1324	69	483	1
1325	197	483	1
1326	632	484	1
1327	632	485	1
1328	632	486	1
1329	632	487	1
1330	632	488	1
1331	11	494	1
1332	86	494	1
1333	152	494	1
1334	300	494	1
1335	368	494	1
1336	582	494	1
1337	639	494	1
1338	11	495	1
1339	300	495	1
1340	269	496	1
1341	638	496	1
1342	269	497	1
1343	638	497	1
1344	529	498	1
1345	434	506	1
1346	500	506	1
1347	551	506	1
1348	553	506	1
1349	540	510	1
1350	69	513	1
1351	197	513	1
1352	505	514	1
1353	383	515	1
1354	87	516	1
1355	282	517	1
1356	357	519	1
1357	632	524	1
1358	506	525	1
1359	256	527	1
1360	566	528	1
1361	94	529	1
1362	252	529	1
1363	3	531	1
1364	21	539	1
1365	522	546	1
1366	580	546	1
1367	24	547	1
1368	63	547	1
1369	117	547	1
1370	280	547	1
1371	287	547	1
1372	375	547	1
1373	23	555	1
1374	49	562	1
1375	102	562	1
1376	121	562	1
1377	617	562	1
1378	625	562	1
1379	695	562	1
1380	394	564	1
1381	122	569	1
1382	522	570	1
1383	218	571	1
1384	364	571	1
1385	586	573	1
1386	533	574	1
1387	98	575	1
1388	570	584	1
1389	292	585	1
1390	562	589	1
1391	276	590	1
1392	312	592	1
1393	653	593	1
1394	362	606	1
1395	129	609	1
1396	262	609	1
1397	659	609	1
1398	497	611	1
1399	124	614	1
1400	243	614	1
1401	522	614	1
1402	122	615	1
1403	509	618	1
1404	390	622	1
1405	500	622	1
1406	580	625	1
1407	574	626	1
1408	574	628	1
1409	94	636	1
1410	269	636	1
1411	503	637	1
1412	580	637	1
1413	281	638	1
1414	221	641	1
1415	662	642	1
1416	497	643	1
1417	262	647	1
1418	580	647	1
1419	653	648	1
1420	505	649	1
1421	574	658	1
1422	510	662	1
1423	538	664	1
1424	357	666	1
1425	562	670	1
1426	375	671	1
1427	596	674	1
1428	269	675	1
1429	562	682	1
1430	267	687	1
1431	269	690	1
1432	27	695	1
1433	63	697	1
1434	287	697	1
1435	375	697	1
1436	442	697	1
1437	470	697	1
1438	538	697	1
1439	681	697	1
1440	653	708	1
1441	369	710	1
1442	580	710	1
1443	497	716	1
1444	267	718	1
1445	596	721	1
1446	263	723	1
1447	676	723	1
1448	69	727	1
1449	357	728	1
1450	292	738	1
1451	191	739	1
1452	421	740	1
1453	574	743	1
1454	20	745	1
1455	357	746	1
1456	282	753	1
1457	287	766	1
1458	442	766	1
1459	538	766	1
1460	681	766	1
1461	211	774	1
1462	211	779	1
1463	227	784	1
1464	98	815	1
1465	252	815	1
1466	434	818	1
1467	487	818	1
1468	580	852	1
1469	382	853	1
1470	434	853	1
1471	434	854	1
1472	252	855	1
1473	382	855	1
1474	434	855	1
1475	595	855	1
1476	20	857	1
1477	116	859	1
1478	122	860	1
1479	122	861	1
1480	135	917	1
1481	171	917	1
1482	300	917	1
1483	340	917	1
1484	479	917	1
1485	618	917	1
1486	263	919	1
1487	16	923	1
1488	362	923	1
1489	434	923	1
1490	508	923	1
1491	628	923	1
1492	656	923	1
1493	670	923	1
1494	16	925	1
1495	362	925	1
1496	434	925	1
1497	508	925	1
1498	628	925	1
1499	670	925	1
1500	470	932	1
1501	134	941	1
1502	293	941	1
1503	484	941	1
1504	9	985	1
1505	11	986	1
1506	86	986	1
1507	152	986	1
1508	300	986	1
1509	368	986	1
1510	582	986	1
1511	639	986	1
1512	292	987	1
1513	13	988	1
1514	44	988	1
1515	111	988	1
1516	145	988	1
1517	159	988	1
1518	184	988	1
1519	307	988	1
1520	311	988	1
1521	389	988	1
1522	397	988	1
1523	424	988	1
1524	524	988	1
1525	608	988	1
1526	669	988	1
1527	673	988	1
1528	13	989	1
1529	44	989	1
1530	111	989	1
1531	145	989	1
1532	184	989	1
1533	307	989	1
1534	311	989	1
1535	382	989	1
1536	389	989	1
1537	397	989	1
1538	424	989	1
1539	524	989	1
1540	608	989	1
1541	669	989	1
1542	673	989	1
1543	13	990	1
1544	44	990	1
1545	111	990	1
1546	145	990	1
1547	184	990	1
1548	307	990	1
1549	311	990	1
1550	382	990	1
1551	389	990	1
1552	397	990	1
1553	424	990	1
1554	524	990	1
1555	608	990	1
1556	669	990	1
1557	673	990	1
1558	15	991	1
1559	15	992	1
1560	15	993	1
1561	134	994	1
1562	139	994	1
1563	144	994	1
1564	272	994	1
1565	293	994	1
1566	500	994	1
1567	551	994	1
1568	134	995	1
1569	139	995	1
1570	144	995	1
1571	293	995	1
1572	500	995	1
1573	551	995	1
1574	139	996	1
1575	293	996	1
1576	139	997	1
1577	293	997	1
1578	139	998	1
1579	293	998	1
1580	134	999	1
1581	139	999	1
1582	144	999	1
1583	272	999	1
1584	293	999	1
1585	500	999	1
1586	551	999	1
1587	41	1001	1
1588	430	1007	1
1589	447	1007	1
1590	522	1010	1
1591	522	1011	1
1592	104	1012	1
1593	252	1016	1
1594	269	1023	1
1595	315	1030	1
1596	434	1035	1
1597	487	1035	1
1598	47	1039	1
1599	537	1042	1
1600	69	1056	1
1601	21	1061	1
1602	527	1067	1
1603	189	1120	1
1604	189	1139	1
1605	334	1140	1
1606	116	1146	1
1607	492	1147	1
1608	26	1149	1
1609	407	1149	1
1610	26	1150	1
1611	407	1150	1
1612	402	1151	1
1613	442	1151	1
1614	272	1152	1
1615	500	1152	1
1616	500	1153	1
1617	276	1154	1
1618	276	1155	1
1619	276	1156	1
1620	318	1161	1
1621	239	1162	1
1622	574	1162	1
1623	239	1163	1
1624	574	1163	1
1625	11	1164	1
1626	300	1164	1
1627	11	1165	1
1628	300	1165	1
1629	571	1165	1
1630	639	1165	1
1631	11	1166	1
1632	300	1166	1
1633	13	1167	1
1634	44	1167	1
1635	111	1167	1
1636	145	1167	1
1637	184	1167	1
1638	307	1167	1
1639	311	1167	1
1640	389	1167	1
1641	397	1167	1
1642	424	1167	1
1643	524	1167	1
1644	602	1167	1
1645	608	1167	1
1646	669	1167	1
1647	673	1167	1
1648	13	1168	1
1649	44	1168	1
1650	111	1168	1
1651	145	1168	1
1652	184	1168	1
1653	307	1168	1
1654	311	1168	1
1655	389	1168	1
1656	397	1168	1
