	row_idx	variable	value
411	974	144	1
412	978	144	1
413	71	145	1
414	271	145	1
415	300	145	1
416	417	145	1
417	454	145	1
418	967	145	1
419	968	145	1
420	969	145	1
421	1140	145	1
422	1141	145	1
423	1142	145	1
424	1143	145	1
425	1144	145	1
426	13	146	1
427	254	146	1
428	307	146	1
429	430	146	1
430	50	147	1
431	320	147	1
432	418	147	1
433	119	148	1
434	13	149	1
435	83	149	1
436	164	149	1
437	165	149	1
438	194	149	1
439	220	149	1
440	222	149	1
441	254	149	1
442	307	149	1
443	324	149	1
444	328	149	1
445	371	149	1
446	430	149	1
447	455	149	1
448	271	152	1
449	300	152	1
450	454	152	1
451	466	152	1
452	469	152	1
453	487	152	1
454	965	152	1
455	73	154	1
456	377	154	1
457	276	155	1
458	363	155	1
459	425	155	1
460	300	157	1
461	454	157	1
462	422	159	1
463	967	159	1
464	430	160	1
465	27	161	1
466	50	161	1
467	254	161	1
468	307	161	1
469	320	161	1
470	325	164	1
471	185	165	1
472	189	165	1
473	185	166	1
474	186	166	1
475	421	168	1
476	164	171	1
477	286	171	1
478	390	171	1
479	896	171	1
480	286	172	1
481	430	172	1
482	206	173	1
483	224	173	1
484	238	173	1
485	355	173	1
486	49	175	1
487	286	175	1
488	326	175	1
489	403	175	1
490	27	176	1
491	50	176	1
492	139	176	1
493	231	176	1
494	254	176	1
495	276	176	1
496	286	176	1
497	320	176	1
498	403	176	1
499	425	176	1
500	1147	176	1
501	1148	176	1
502	44	177	1
503	82	177	1
504	114	177	1
505	170	177	1
506	235	177	1
507	374	177	1
508	397	177	1
509	11	179	1
510	150	179	1
511	11	180	1
512	150	180	1
513	140	181	1
514	425	182	1
515	454	183	1
516	71	184	1
517	271	184	1
518	300	184	1
519	454	184	1
520	967	184	1
521	968	184	1
522	969	184	1
523	1140	184	1
524	1141	184	1
525	1142	184	1
526	1143	184	1
527	1144	184	1
528	276	185	1
529	363	185	1
530	425	185	1
531	13	186	1
532	165	186	1
533	254	186	1
534	286	186	1
535	326	186	1
536	430	186	1
537	150	189	1
538	67	190	1
539	451	190	1
540	150	191	1
541	164	192	1
542	194	192	1
543	324	192	1
544	49	195	1
545	98	195	1
546	390	195	1
547	165	196	1
548	430	196	1
549	476	197	1
550	506	197	1
551	124	198	1
552	841	200	1
553	27	202	1
554	50	202	1
555	139	202	1
556	231	202	1
557	320	202	1
558	241	203	1
559	355	203	1
560	437	203	1
561	73	204	1
562	1175	204	1
563	11	205	1
564	150	205	1
565	61	206	1
566	13	207	1
567	238	207	1
568	254	207	1
569	328	207	1
570	430	207	1
571	124	212	1
572	98	214	1
573	390	214	1
574	240	215	1
575	435	218	1
576	564	218	1
577	108	220	1
578	150	221	1
579	421	223	1
580	67	225	1
581	27	226	1
582	50	226	1
583	139	226	1
584	165	226	1
585	231	226	1
586	254	226	1
587	276	226	1
588	286	226	1
589	320	226	1
590	403	226	1
591	425	226	1
592	81	227	1
593	124	228	1
594	13	229	1
595	50	229	1
596	164	229	1
597	276	229	1
598	286	229	1
599	425	229	1
600	430	229	1
601	454	229	1
602	453	230	1
603	289	233	1
604	11	234	1
605	150	234	1
606	836	235	1
607	1135	239	1
608	1136	239	1
609	189	240	1
610	108	241	1
611	98	243	1
612	165	243	1
613	390	243	1
614	455	243	1
615	607	243	1
616	27	244	1
617	50	244	1
618	139	244	1
619	231	244	1
620	320	244	1
621	11	245	1
622	150	245	1
623	164	246	1
624	194	246	1
625	324	246	1
626	150	248	1
627	61	251	1
628	11	252	1
629	140	252	1
630	150	252	1
631	201	252	1
632	522	252	1
633	801	252	1
634	838	252	1
635	49	253	1
636	286	253	1
637	326	253	1
638	403	253	1
639	453	254	1
640	274	255	1
641	15	256	1
642	106	256	1
643	201	256	1
644	283	256	1
645	284	256	1
646	98	258	1
647	286	258	1
648	326	258	1
649	390	258	1
650	968	260	1
651	67	261	1
652	318	261	1
653	11	262	1
654	150	262	1
655	602	262	1
656	639	262	1
657	396	263	1
658	713	263	1
659	241	265	1
660	355	265	1
661	437	265	1
662	98	266	1
663	390	266	1
664	8	269	1
665	113	269	1
666	256	269	1
667	489	269	1
668	490	269	1
669	628	269	1
670	453	270	1
671	73	271	1
672	27	272	1
673	50	272	1
674	139	272	1
675	231	272	1
676	239	272	1
677	246	272	1
678	286	272	1
679	320	272	1
680	326	272	1
681	403	272	1
682	973	272	1
683	978	272	1
684	1125	272	1
685	13	273	1
686	239	273	1
687	430	273	1
688	73	274	1
689	443	276	1
690	186	277	1
691	313	277	1
692	164	278	1
693	453	279	1
694	7	280	1
695	135	280	1
696	540	280	1
697	325	281	1
698	185	282	1
699	189	282	1
700	413	284	1
701	185	286	1
702	7	287	1
703	277	287	1
704	540	287	1
705	687	287	1
706	756	287	1
707	355	288	1
708	437	288	1
709	343	289	1
710	164	290	1
711	165	290	1
712	254	290	1
713	286	290	1
714	307	290	1
715	425	290	1
716	418	291	1
717	359	292	1
718	728	292	1
719	49	293	1
720	108	293	1
721	203	293	1
722	246	293	1
723	274	293	1
724	398	293	1
725	425	293	1
726	920	293	1
727	973	293	1
728	974	293	1
729	975	293	1
730	976	293	1
731	977	293	1
732	978	293	1
733	73	294	1
734	98	295	1
735	164	295	1
736	286	295	1
737	324	295	1
738	326	295	1
739	390	295	1
740	403	295	1
741	165	296	1
742	261	296	1
743	371	296	1
744	455	296	1
745	115	298	1
746	217	299	1
747	244	300	1
748	418	300	1
749	487	300	1
750	488	300	1
751	896	300	1
752	965	300	1
753	1137	300	1
754	1138	300	1
755	1139	300	1
756	67	301	1
757	451	301	1
758	34	302	1
759	13	303	1
760	49	303	1
761	254	303	1
762	286	303	1
763	326	303	1
764	430	303	1
765	108	304	1
766	71	307	1
767	271	307	1
768	300	307	1
769	454	307	1
770	967	307	1
771	968	307	1
772	969	307	1
773	1140	307	1
774	1141	307	1
775	1142	307	1
776	1143	307	1
777	1144	307	1
778	421	309	1
779	73	310	1
780	377	310	1
781	453	310	1
782	71	311	1
783	271	311	1
784	300	311	1
785	454	311	1
786	967	311	1
787	968	311	1
788	969	311	1
789	1140	311	1
790	1141	311	1
791	1142	311	1
792	1143	311	1
793	1144	311	1
794	124	312	1
795	164	313	1
796	286	313	1
797	421	315	1
798	183	316	1
799	287	316	1
800	164	317	1
801	254	317	1
802	276	317	1
803	286	317	1
804	324	317	1
805	326	317	1
806	371	317	1
807	403	317	1
808	430	317	1
809	455	317	1
810	164	318	1
811	194	318	1
812	324	318	1
813	377	320	1
814	183	322	1
815	309	322	1
816	241	323	1
817	355	323	1
818	437	323	1
819	286	325	1
820	326	325	1
821	403	325	1
822	241	326	1
823	355	326	1
824	437	326	1
825	11	328	1
826	150	328	1
827	13	330	1
828	83	330	1
829	164	330	1
830	165	330	1
831	194	330	1
832	220	330	1
833	222	330	1
834	254	330	1
835	307	330	1
836	324	330	1
837	328	330	1
838	371	330	1
839	376	330	1
840	430	330	1
841	455	330	1
842	27	331	1
843	50	331	1
844	139	331	1
845	231	331	1
846	254	331	1
847	276	331	1
848	320	331	1
849	425	331	1
850	99	333	1
851	175	333	1
852	359	333	1
853	363	333	1
854	418	333	1
855	89	334	1
856	317	335	1
857	175	336	1
858	320	336	1
859	418	336	1
860	115	338	1
861	119	338	1
862	418	339	1
863	244	340	1
864	896	340	1
865	13	341	1
866	164	341	1
867	165	341	1
868	194	341	1
869	220	341	1
870	254	341	1
871	286	341	1
872	307	341	1
873	324	341	1
874	326	341	1
875	328	341	1
876	371	341	1
877	430	341	1
878	20	342	1
879	108	342	1
880	326	344	1
881	363	344	1
882	11	345	1
883	150	345	1
884	235	345	1
885	108	346	1
886	61	347	1
887	164	347	1
888	254	347	1
889	286	347	1
890	365	347	1
891	239	348	1
892	358	348	1
893	447	348	1
894	454	348	1
895	108	349	1
896	175	351	1
897	59	352	1
898	575	355	1
899	289	356	1
900	896	358	1
901	421	359	1
902	108	360	1
903	144	362	1
904	599	362	1
905	902	362	1
906	904	362	1
907	50	363	1
908	67	364	1
909	451	364	1
910	564	364	1
911	11	365	1
912	150	365	1
913	11	366	1
914	150	366	1
915	124	367	1
916	271	368	1
917	300	368	1
918	454	368	1
919	466	368	1
920	469	368	1
921	487	368	1
922	965	368	1
923	11	369	1
924	20	369	1
925	119	369	1
926	140	369	1
927	150	369	1
928	700	369	1
929	34	370	1
930	44	371	1
931	82	371	1
932	114	371	1
933	374	371	1
934	13	372	1
935	83	372	1
936	164	372	1
937	194	372	1
938	324	372	1
939	437	373	1
940	50	374	1
941	320	374	1
942	7	375	1
943	102	375	1
944	277	375	1
945	540	375	1
946	687	375	1
947	27	377	1
948	50	377	1
949	231	377	1
950	320	377	1
951	50	378	1
952	418	378	1
953	259	379	1
954	241	380	1
955	355	380	1
956	437	380	1
957	11	381	1
958	150	381	1
959	836	382	1
960	838	382	1
961	968	382	1
962	969	382	1
963	183	383	1
964	309	383	1
965	1157	383	1
966	102	384	1
967	78	385	1
968	71	389	1
969	300	389	1
970	417	389	1
971	454	389	1
972	967	389	1
973	968	389	1
974	969	389	1
975	1140	389	1
976	1141	389	1
977	1142	389	1
978	1143	389	1
979	1144	389	1
980	239	390	1
981	286	390	1
982	376	390	1
983	430	390	1
984	614	390	1
985	318	392	1
986	453	392	1
987	27	393	1
988	50	393	1
989	139	393	1
990	231	393	1
991	320	393	1
992	203	394	1
993	239	394	1
994	241	394	1
995	355	394	1
996	437	394	1
997	361	395	1
998	98	396	1
999	390	396	1
1000	71	397	1
1001	271	397	1
1002	300	397	1
1003	454	397	1
1004	967	397	1
1005	968	397	1
1006	969	397	1
1007	1140	397	1
1008	1141	397	1
1009	1142	397	1
1010	1143	397	1
1011	1144	397	1
1012	244	398	1
1013	254	398	1
1014	241	399	1
1015	355	399	1
1016	437	399	1
1017	13	401	1
1018	239	401	1
1019	430	401	1
1020	1124	402	1
1021	453	405	1
1022	11	406	1
1023	150	406	1
1024	102	407	1
1025	1122	407	1
1026	1123	407	1
1027	61	408	1
1028	391	409	1
1029	108	410	1
1030	183	411	1
1031	309	411	1
1032	11	412	1
1033	150	412	1
1034	390	413	1
1035	95	414	1
1036	166	414	1
1037	34	416	1
1038	124	419	1
1039	317	420	1
1040	287	421	1
1041	175	422	1
1042	453	423	1
1043	71	424	1
1044	271	424	1
1045	300	424	1
1046	417	424	1
1047	454	424	1
1048	967	424	1
1049	968	424	1
1050	969	424	1
1051	1140	424	1
1052	1141	424	1
1053	1142	424	1
1054	1143	424	1
1055	1144	424	1
1056	359	425	1
1057	422	425	1
1058	454	425	1
1059	241	426	1
1060	355	426	1
1061	437	426	1
1062	142	427	1
1063	287	428	1
1064	414	428	1
1065	46	429	1
1066	165	429	1
1067	175	429	1
1068	437	429	1
1069	455	429	1
1070	35	430	1
1071	343	430	1
1072	986	430	1
1073	50	432	1
1074	99	432	1
1075	108	432	1
1076	276	432	1
1077	320	432	1
1078	363	432	1
1079	425	432	1
1080	49	433	1
1081	88	433	1
1082	108	433	1
1083	108	434	1
1084	183	434	1
1085	274	434	1
1086	309	434	1
1087	499	434	1
1088	804	434	1
1089	836	434	1
1090	838	434	1
1091	902	434	1
1092	904	434	1
1093	1013	434	1
1094	1157	434	1
1095	115	437	1
1096	119	437	1
1097	359	438	1
1098	430	438	1
1099	371	440	1
1100	455	440	1
1101	277	442	1
1102	687	442	1
1103	756	442	1
1104	1124	442	1
1105	241	443	1
1106	355	443	1
1107	437	443	1
1108	254	444	1
1109	164	445	1
1110	194	445	1
1111	239	445	1
1112	286	445	1
1113	324	445	1
1114	390	445	1
1115	61	446	1
1116	986	447	1
1117	254	449	1
1118	430	449	1
1119	276	450	1
1120	363	450	1
1121	390	451	1
1122	238	452	1
1123	359	452	1
1124	165	455	1
1125	261	455	1
1126	371	455	1
1127	455	455	1
1128	261	456	1
1129	371	456	1
1130	455	456	1
1131	453	458	1
1132	98	459	1
1133	165	459	1
1134	390	459	1
1135	455	459	1
1136	99	460	1
1137	417	461	1
1138	454	461	1
1139	11	462	1
1140	150	462	1
1141	164	463	1
1142	286	463	1
1143	34	464	1
1144	119	464	1
1145	164	466	1
1146	175	467	1
1147	102	470	1
1148	354	470	1
1149	687	470	1
1150	421	472	1
1151	50	473	1
1152	244	475	1
1153	390	476	1
1154	50	477	1
1155	13	478	1
1156	78	478	1
1157	83	478	1
1158	220	478	1
1159	328	478	1
1160	363	478	1
1161	430	478	1
1162	244	479	1
1163	896	479	1
1164	842	480	1
1165	11	481	1
1166	150	481	1
1167	7	484	1
1168	920	484	1
1169	421	485	1
1170	371	486	1
1171	455	486	1
1172	183	487	1
1173	240	487	1
1174	309	487	1
1175	315	487	1
1176	804	487	1
1177	1013	487	1
1178	186	489	1
1179	842	490	1
1180	11	492	1
1181	150	492	1
1182	413	493	1
1183	453	495	1
1184	11	496	1
1185	119	496	1
1186	140	496	1
1187	150	496	1
1188	94	497	1
1189	140	497	1
1190	164	498	1
1191	320	499	1
1192	239	500	1
1193	246	500	1
1194	377	500	1
1195	499	500	1
1196	614	500	1
1197	973	500	1
1198	974	500	1
1199	978	500	1
1200	1125	500	1
1201	34	503	1
1202	629	503	1
1203	575	504	1
1204	108	506	1
1205	27	507	1
1206	50	507	1
1207	139	507	1
1208	231	507	1
1209	320	507	1
1210	902	508	1
1211	904	508	1
1212	40	509	1
1213	150	510	1
1214	396	510	1
1215	175	512	1
1216	238	512	1
1217	359	512	1
1218	453	515	1
1219	11	517	1
1220	150	517	1
1221	421	519	1
1222	27	521	1
1223	50	521	1
1224	320	521	1
1225	98	522	1
1226	390	522	1
1227	539	522	1
1228	607	522	1
1229	115	523	1
1230	119	523	1
1231	71	524	1
1232	271	524	1
1233	300	524	1
1234	417	524	1
1235	454	524	1
1236	967	524	1
1237	968	524	1
1238	969	524	1
1239	1140	524	1
1240	1141	524	1
1241	1142	524	1
1242	1143	524	1
1243	1144	524	1
1244	27	525	1
1245	50	525	1
1246	139	525	1
1247	231	525	1
1248	239	525	1
1249	254	525	1
1250	286	525	1
1251	320	525	1
1252	430	525	1
1253	186	527	1
1254	313	527	1
1255	325	529	1
1256	491	529	1
1257	1175	529	1
1258	46	530	1
1259	222	530	1
1260	254	530	1
1261	307	530	1
1262	121	531	1
1263	144	531	1
1264	27	535	1
1265	50	535	1
1266	320	535	1
1267	99	536	1
1268	35	538	1
1269	269	538	1
1270	277	538	1
1271	687	538	1
1272	756	538	1
1273	325	539	1
1274	1175	540	1
1275	325	541	1
1276	49	542	1
1277	239	542	1
1278	328	542	1
1279	430	542	1
1280	185	543	1
1281	363	544	1
1282	425	544	1
1283	276	545	1
1284	363	545	1
1285	425	545	1
1286	3	547	1
1287	49	547	1
1288	236	547	1
1289	315	547	1
1290	277	549	1
1291	354	549	1
1292	276	550	1
1293	363	550	1
1294	425	550	1
1295	239	551	1
1296	246	551	1
1297	447	551	1
1298	499	551	1
1299	973	551	1
1300	974	551	1
1301	978	551	1
1302	49	553	1
1303	98	553	1
1304	499	553	1
1305	183	554	1
1306	240	554	1
1307	315	554	1
1308	398	554	1
1309	414	554	1
1310	94	555	1
1311	115	555	1
1312	73	558	1
1313	453	560	1
1314	119	561	1
1315	49	562	1
1316	94	562	1
1317	98	562	1
1318	286	562	1
1319	390	562	1
1320	27	565	1
1321	50	565	1
1322	61	565	1
1323	139	565	1
1324	164	565	1
1325	165	565	1
1326	194	565	1
1327	222	565	1
1328	231	565	1
1329	254	565	1
1330	276	565	1
1331	286	565	1
1332	307	565	1
1333	320	565	1
1334	324	565	1
1335	326	565	1
1336	403	565	1
1337	425	565	1
1338	430	565	1
1339	259	566	1
1340	50	567	1
1341	320	567	1
1342	164	568	1
1343	165	568	1
1344	254	568	1
1345	276	568	1
1346	286	568	1
1347	307	568	1
1348	326	568	1
1349	363	568	1
1350	425	568	1
1351	27	570	1
1352	50	570	1
1353	98	570	1
1354	139	570	1
1355	231	570	1
1356	254	570	1
1357	276	570	1
1358	286	570	1
1359	320	570	1
1360	390	570	1
1361	425	570	1
1362	276	571	1
1363	363	571	1
1364	1138	571	1
1365	189	572	1
1366	414	573	1
1367	236	574	1
1368	288	574	1
1369	308	574	1
1370	315	574	1
1371	359	574	1
1372	454	574	1
1373	1135	574	1
1374	1136	574	1
1375	99	575	1
1376	175	575	1
1377	359	575	1
1378	363	575	1
1379	49	576	1
1380	286	576	1
1381	326	576	1
1382	403	576	1
1383	421	577	1
1384	539	580	1
1385	629	580	1
1386	639	580	1
1387	700	580	1
1388	99	581	1
1389	206	581	1
1390	224	581	1
1391	276	581	1
1392	308	581	1
1393	359	581	1
1394	271	582	1
1395	300	582	1
1396	454	582	1
1397	466	582	1
1398	469	582	1
1399	487	582	1
1400	965	582	1
1401	421	583	1
1402	49	585	1
1403	108	585	1
1404	67	586	1
1405	241	586	1
1406	355	586	1
1407	437	586	1
1408	328	587	1
1409	430	587	1
1410	67	588	1
1411	73	588	1
1412	453	588	1
1413	13	589	1
1414	83	589	1
1415	164	589	1
1416	165	589	1
1417	194	589	1
1418	220	589	1
1419	222	589	1
1420	254	589	1
1421	286	589	1
1422	307	589	1
1423	324	589	1
1424	326	589	1
1425	328	589	1
1426	371	589	1
1427	403	589	1
1428	430	589	1
1429	455	589	1
1430	288	591	1
1431	358	591	1
1432	447	591	1
1433	454	591	1
1434	98	593	1
1435	390	593	1
1436	183	594	1
1437	309	594	1
1438	108	595	1
1439	838	595	1
1440	67	596	1
1441	451	596	1
1442	300	597	1
1443	417	597	1
1444	454	597	1
1445	13	598	1
1446	83	598	1
1447	164	598	1
1448	165	598	1
1449	194	598	1
1450	220	598	1
1451	222	598	1
1452	254	598	1
1453	286	598	1
1454	307	598	1
1455	324	598	1
1456	326	598	1
1457	328	598	1
1458	365	598	1
1459	371	598	1
1460	403	598	1
1461	430	598	1
1462	455	598	1
1463	98	600	1
1464	390	600	1
1465	421	601	1
1466	454	602	1
1467	1140	602	1
1468	98	604	1
1469	390	604	1
1470	98	607	1
1471	390	607	1
1472	71	608	1
1473	300	608	1
1474	454	608	1
1475	967	608	1
1476	968	608	1
1477	969	608	1
1478	1140	608	1
1479	1141	608	1
1480	1142	608	1
1481	1143	608	1
1482	1144	608	1
1483	842	610	1
1484	49	611	1
1485	419	612	1
1486	564	613	1
1487	217	614	1
1488	359	614	1
1489	430	614	1
1490	453	615	1
1491	7	616	1
1492	13	617	1
1493	27	617	1
1494	50	617	1
1495	83	617	1
1496	139	617	1
1497	164	617	1
1498	165	617	1
1499	175	617	1
1500	194	617	1
1501	220	617	1
1502	231	617	1
1503	254	617	1
1504	286	617	1
1505	307	617	1
1506	320	617	1
1507	324	617	1
1508	326	617	1
1509	328	617	1
1510	365	617	1
1511	371	617	1
1512	403	617	1
1513	430	617	1
1514	455	617	1
1515	555	617	1
1516	27	618	1
1517	320	618	1
1518	418	618	1
1519	896	618	1
1520	17	619	1
1521	138	619	1
1522	46	622	1
1523	50	622	1
1524	430	622	1
1525	3	623	1
1526	242	623	1
1527	453	623	1
1528	288	624	1
1529	358	624	1
1530	447	624	1
1531	454	624	1
1532	13	625	1
1533	27	625	1
1534	50	625	1
1535	83	625	1
1536	139	625	1
1537	164	625	1
1538	165	625	1
1539	175	625	1
1540	194	625	1
1541	220	625	1
1542	231	625	1
1543	254	625	1
1544	286	625	1
1545	307	625	1
1546	320	625	1
1547	324	625	1
1548	326	625	1
1549	328	625	1
1550	365	625	1
1551	371	625	1
1552	430	625	1
1553	455	625	1
1554	555	625	1
1555	40	626	1
1556	222	627	1
1557	254	627	1
1558	276	627	1
1559	307	627	1
1560	425	627	1
1561	902	628	1
1562	904	628	1
1563	17	629	1
1564	138	629	1
1565	8	632	1
1566	113	632	1
1567	256	632	1
1568	453	634	1
1569	491	635	1
1570	14	638	1
1571	85	638	1
1572	113	638	1
1573	208	638	1
1574	256	638	1
1575	489	638	1
1576	490	638	1
1577	487	639	1
1578	965	639	1
1579	1138	639	1
1580	599	640	1
1581	313	641	1
1582	98	642	1
1583	390	642	1
1584	108	644	1
1585	240	645	1
1586	27	651	1
1587	320	651	1
1588	418	651	1
1589	124	652	1
1590	64	655	1
1591	244	655	1
1592	276	655	1
1593	286	655	1
1594	138	656	1
1595	902	656	1
1596	414	657	1
1597	40	659	1
1598	119	659	1
1599	602	659	1
1600	17	660	1
1601	81	660	1
1602	244	661	1
1603	67	662	1
1604	73	662	1
1605	112	662	1
1606	318	662	1
1607	27	663	1
1608	50	663	1
1609	320	663	1
1610	453	664	1
1611	277	668	1
1612	396	668	1
1613	71	669	1
1614	271	669	1
1615	300	669	1
1616	454	669	1
1617	967	669	1
1618	968	669	1
1619	969	669	1
1620	1140	669	1
1621	1141	669	1
1622	1142	669	1
1623	1143	669	1
1624	1144	669	1
1625	64	670	1
1626	164	670	1
1627	194	670	1
1628	276	670	1
1629	324	670	1
1630	363	670	1
1631	425	670	1
1632	902	670	1
1633	904	670	1
1634	27	672	1
1635	50	672	1
1636	139	672	1
1637	231	672	1
1638	320	672	1
1639	71	673	1
1640	271	673	1
1641	300	673	1
1642	454	673	1
1643	967	673	1
1644	968	673	1
1645	969	673	1
1646	1140	673	1
1647	1141	673	1
1648	1142	673	1
1649	1143	673	1
1650	1144	673	1
1651	89	676	1
1652	713	676	1
