	drug	protein	value
326	76	371	1
327	76	491	1
328	76	492	1
329	77	512	1
330	77	538	1
331	78	473	1
332	78	688	1
333	78	689	1
334	78	690	1
335	78	691	1
336	78	692	1
337	78	693	1
338	78	748	1
339	79	393	1
340	79	507	1
341	79	529	1
342	80	370	1
343	80	375	1
344	80	404	1
345	80	417	1
346	80	477	1
347	80	519	1
348	81	473	1
349	81	689	1
350	81	693	1
351	82	394	1
352	82	486	1
353	82	499	1
354	82	543	1
355	82	562	1
356	82	682	1
357	82	683	1
358	82	684	1
359	82	726	1
360	82	727	1
361	82	728	1
362	82	729	1
363	83	369	1
364	83	476	1
365	83	500	1
366	84	508	1
367	84	544	1
368	85	369	1
369	85	402	1
370	85	438	1
371	85	439	1
372	85	449	1
373	85	460	1
374	85	461	1
375	85	476	1
376	85	500	1
377	85	510	1
378	85	513	1
379	85	552	1
380	85	563	1
381	86	486	1
382	86	499	1
383	86	566	1
384	86	567	1
385	86	575	1
386	86	680	1
387	87	396	1
388	88	524	1
389	88	550	1
390	89	562	1
391	90	378	1
392	90	547	1
393	91	387	1
394	91	476	1
395	91	500	1
396	91	508	1
397	92	448	1
398	93	445	1
399	93	520	1
400	94	493	1
401	94	533	1
402	94	673	1
403	95	493	1
404	96	456	1
405	96	462	1
406	96	466	1
407	96	518	1
408	97	386	1
409	97	512	1
410	97	538	1
411	98	377	1
412	98	387	1
413	98	429	1
414	98	463	1
415	98	476	1
416	98	488	1
417	98	508	1
418	98	538	1
419	98	550	1
420	98	732	1
421	98	733	1
422	99	384	1
423	99	401	1
424	99	441	1
425	99	464	1
426	99	527	1
427	99	536	1
428	100	435	1
429	101	368	1
430	102	394	1
431	102	486	1
432	102	499	1
433	102	682	1
434	102	683	1
435	102	684	1
436	102	726	1
437	102	727	1
438	102	728	1
439	102	729	1
440	102	730	1
441	103	524	1
442	103	550	1
443	104	369	1
444	104	439	1
445	104	493	1
446	104	512	1
447	104	552	1
448	105	435	1
449	105	708	1
450	106	393	1
451	107	653	1
452	108	449	1
453	108	510	1
454	109	379	1
455	110	410	1
456	110	533	1
457	111	439	1
458	112	569	1
459	113	387	1
460	113	429	1
461	113	463	1
462	113	508	1
463	114	469	1
464	114	555	1
465	115	396	1
466	116	435	1
467	117	466	1
468	117	476	1
469	117	513	1
470	117	552	1
471	118	661	1
472	119	410	1
473	120	554	1
474	121	435	1
475	122	377	1
476	122	429	1
477	122	439	1
478	122	463	1
479	122	476	1
480	122	488	1
481	122	493	1
482	122	508	1
483	122	538	1
484	122	550	1
485	123	662	1
486	124	369	1
487	124	387	1
488	124	438	1
489	124	488	1
490	124	493	1
491	124	550	1
492	124	552	1
493	125	368	1
494	126	498	1
495	127	722	1
496	128	410	1
497	128	439	1
498	128	533	1
499	128	563	1
500	129	377	1
501	129	429	1
502	129	463	1
503	129	508	1
504	130	435	1
505	131	449	1
506	131	510	1
507	132	368	1
508	132	430	1
509	132	454	1
510	132	592	1
511	132	663	1
512	132	668	1
513	132	699	1
514	133	386	1
515	133	512	1
516	133	538	1
517	134	371	1
518	134	414	1
519	134	453	1
520	134	454	1
521	134	491	1
522	134	531	1
523	134	551	1
524	134	590	1
525	135	410	1
526	135	512	1
527	135	533	1
528	136	393	1
529	137	368	1
530	137	548	1
531	137	613	1
532	137	628	1
533	138	535	1
534	138	649	1
535	139	469	1
536	139	555	1
537	140	533	1
538	141	647	1
539	142	367	1
540	142	417	1
541	142	477	1
542	142	577	1
543	142	578	1
544	142	622	1
545	142	641	1
546	143	377	1
547	143	387	1
548	143	429	1
549	143	463	1
550	143	467	1
551	143	473	1
552	143	493	1
553	143	508	1
554	143	512	1
555	143	538	1
556	143	688	1
557	143	715	1
558	144	369	1
559	144	467	1
560	145	556	1
561	145	717	1
562	145	718	1
563	145	719	1
564	146	446	1
565	147	426	1
566	147	596	1
567	148	624	1
568	149	445	1
569	149	586	1
570	149	658	1
571	150	427	1
572	151	407	1
573	151	555	1
574	152	438	1
575	152	439	1
576	152	476	1
577	152	493	1
578	152	550	1
579	153	522	1
580	153	607	1
581	153	652	1
582	153	681	1
583	154	386	1
584	154	415	1
585	154	455	1
586	154	473	1
587	154	487	1
588	154	550	1
589	154	678	1
590	154	688	1
591	154	689	1
592	154	690	1
593	154	691	1
594	154	692	1
595	154	693	1
596	155	438	1
597	155	493	1
598	155	510	1
599	155	512	1
600	155	533	1
601	155	538	1
602	156	481	1
603	156	526	1
604	156	563	1
605	157	471	1
606	157	544	1
607	157	575	1
608	157	576	1
609	157	673	1
610	157	680	1
611	157	723	1
612	157	724	1
613	157	725	1
614	157	755	1
615	157	756	1
616	157	757	1
617	157	759	1
618	158	393	1
619	159	369	1
620	159	386	1
621	159	476	1
622	159	512	1
623	159	552	1
624	160	394	1
625	160	486	1
626	160	499	1
627	160	562	1
628	160	682	1
629	160	683	1
630	160	684	1
631	160	726	1
632	160	727	1
633	160	729	1
634	160	730	1
635	161	396	1
636	161	561	1
637	162	394	1
638	162	486	1
639	162	562	1
640	162	682	1
641	162	683	1
642	162	684	1
643	162	726	1
644	162	727	1
645	162	728	1
646	162	729	1
647	162	730	1
648	163	423	1
649	164	438	1
650	165	546	1
651	166	444	1
652	167	476	1
653	167	488	1
654	167	493	1
655	167	510	1
656	167	512	1
657	167	526	1
658	167	538	1
659	167	552	1
660	167	563	1
661	168	438	1
662	168	449	1
663	168	720	1
664	169	444	1
665	170	518	1
666	170	555	1
667	171	493	1
668	171	512	1
669	172	518	1
670	172	555	1
671	173	435	1
672	174	369	1
673	174	402	1
674	174	438	1
675	174	439	1
676	174	449	1
677	174	461	1
678	174	476	1
679	174	500	1
680	174	510	1
681	174	513	1
682	174	526	1
683	174	528	1
684	174	552	1
685	174	563	1
686	175	387	1
687	175	429	1
688	175	463	1
689	175	476	1
690	175	488	1
691	175	508	1
692	175	550	1
693	176	411	1
694	176	442	1
695	176	522	1
696	176	544	1
697	177	709	1
698	178	442	1
699	178	544	1
700	179	420	1
701	180	673	1
702	181	369	1
703	181	438	1
704	181	439	1
705	181	449	1
706	181	460	1
707	181	476	1
708	181	493	1
709	181	500	1
710	181	510	1
711	181	512	1
712	181	513	1
713	181	526	1
714	182	415	1
715	183	524	1
716	184	368	1
717	184	464	1
718	185	438	1
719	185	476	1
720	185	493	1
721	185	525	1
722	186	467	1
723	186	558	1
724	186	562	1
725	187	391	1
726	188	634	1
727	188	651	1
728	188	657	1
729	188	731	1
730	189	612	1
731	189	675	1
732	189	676	1
733	190	393	1
734	190	560	1
735	191	368	1
736	192	368	1
737	193	486	1
738	193	499	1
739	193	562	1
740	193	566	1
741	193	575	1
742	193	680	1
743	194	374	1
744	194	420	1
745	194	430	1
746	194	435	1
747	194	645	1
748	194	753	1
749	195	384	1
750	195	401	1
751	195	527	1
752	196	369	1
753	196	402	1
754	196	449	1
755	196	510	1
756	197	508	1
757	198	366	1
758	198	489	1
759	198	596	1
760	198	636	1
761	198	643	1
762	199	530	1
763	200	377	1
764	200	387	1
765	200	508	1
766	201	544	1
767	202	480	1
768	203	518	1
769	203	555	1
770	204	368	1
771	205	666	1
772	205	668	1
773	205	683	1
774	206	444	1
775	206	502	1
776	206	584	1
777	207	399	1
778	208	394	1
779	208	499	1
780	208	543	1
781	208	562	1
782	208	682	1
783	208	683	1
784	208	684	1
785	208	726	1
786	208	727	1
787	208	729	1
788	208	730	1
789	209	467	1
790	209	528	1
791	209	552	1
792	209	618	1
793	209	750	1
794	210	561	1
795	211	377	1
796	211	387	1
797	211	463	1
798	211	508	1
799	212	455	1
800	212	469	1
801	212	518	1
802	212	555	1
803	212	599	1
804	213	533	1
805	214	394	1
806	214	486	1
807	214	499	1
808	214	562	1
809	214	682	1
810	214	683	1
811	214	684	1
812	214	726	1
813	214	727	1
814	214	728	1
815	214	730	1
816	215	471	1
817	216	518	1
818	216	555	1
819	217	467	1
820	217	552	1
821	218	714	1
822	219	435	1
823	220	413	1
824	220	713	1
825	221	444	1
826	222	435	1
827	223	437	1
828	223	494	1
829	223	515	1
830	224	394	1
831	224	486	1
832	224	499	1
833	224	543	1
834	224	562	1
835	224	682	1
836	224	683	1
837	224	726	1
838	224	727	1
839	224	728	1
840	224	729	1
841	224	730	1
842	225	424	1
843	225	483	1
844	225	547	1
845	225	562	1
846	226	518	1
847	226	555	1
848	227	541	1
849	228	385	1
850	228	439	1
851	228	442	1
852	228	563	1
853	229	381	1
854	229	516	1
855	229	695	1
856	230	411	1
857	230	415	1
858	230	488	1
859	230	508	1
860	230	524	1
861	230	550	1
862	231	386	1
863	231	415	1
864	232	415	1
865	232	444	1
866	232	487	1
867	232	502	1
868	232	580	1
869	232	664	1
870	232	666	1
871	232	667	1
872	232	668	1
873	232	675	1
874	232	676	1
875	232	701	1
876	232	741	1
877	232	743	1
878	232	744	1
879	232	745	1
880	232	746	1
881	233	419	1
882	234	552	1
883	235	563	1
884	236	489	1
885	236	643	1
886	236	714	1
887	237	469	1
888	237	518	1
889	238	449	1
890	238	467	1
891	238	493	1
892	238	510	1
893	238	533	1
894	239	695	1
895	240	552	1
896	241	524	1
897	242	466	1
898	243	439	1
899	243	481	1
900	243	563	1
901	244	481	1
902	244	563	1
903	245	410	1
904	245	439	1
905	245	563	1
906	246	543	1
907	247	435	1
908	248	438	1
909	249	420	1
910	250	413	1
911	250	517	1
912	250	643	1
913	251	496	1
914	252	369	1
915	252	402	1
916	252	460	1
917	252	513	1
918	252	524	1
919	252	552	1
920	253	673	1
921	254	435	1
922	255	366	1
923	256	526	1
924	257	444	1
925	257	468	1
926	257	502	1
927	257	505	1
928	257	701	1
929	258	368	1
930	258	435	1
931	259	368	1
932	259	420	1
933	259	435	1
934	260	408	1
935	260	430	1
936	260	475	1
937	260	614	1
938	260	627	1
939	261	467	1
940	261	529	1
941	261	580	1
942	261	618	1
943	261	688	1
944	261	689	1
945	261	693	1
946	261	715	1
947	261	716	1
948	262	623	1
949	263	583	1
950	263	630	1
951	264	589	1
952	265	387	1
953	265	429	1
954	265	463	1
955	265	508	1
956	266	675	1
957	267	382	1
958	268	435	1
959	268	549	1
960	268	632	1
961	269	466	1
962	269	522	1
963	270	754	1
964	271	435	1
965	272	387	1
966	272	508	1
967	273	410	1
968	273	533	1
969	273	595	1
970	273	601	1
971	273	615	1
972	273	697	1
973	274	419	1
974	275	394	1
975	275	486	1
976	275	543	1
977	275	562	1
978	275	682	1
979	275	683	1
980	275	684	1
981	275	726	1
982	275	727	1
983	275	728	1
984	275	729	1
985	275	730	1
986	276	377	1
987	276	387	1
988	276	429	1
989	276	463	1
990	276	467	1
991	276	493	1
992	276	508	1
993	276	552	1
994	277	504	1
995	277	706	1
996	278	511	1
997	278	579	1
998	279	385	1
999	279	461	1
1000	279	500	1
1001	280	432	1
1002	281	532	1
1003	281	604	1
1004	282	387	1
1005	282	508	1
1006	283	703	1
1007	284	381	1
1008	284	485	1
1009	284	489	1
1010	284	643	1
1011	284	659	1
1012	285	748	1
1013	286	386	1
1014	286	467	1
1015	286	552	1
1016	287	524	1
1017	288	488	1
1018	288	550	1
1019	289	365	1
1020	289	436	1
1021	289	465	1
1022	289	505	1
1023	289	751	1
1024	289	752	1
1025	290	517	1
1026	291	488	1
1027	291	550	1
1028	292	467	1
1029	292	473	1
1030	292	558	1
1031	292	580	1
1032	292	688	1
1033	292	689	1
1034	293	410	1
1035	293	580	1
1036	294	468	1
1037	294	505	1
1038	294	537	1
1039	294	541	1
1040	295	419	1
1041	296	386	1
1042	296	408	1
1043	296	410	1
1044	296	533	1
1045	296	608	1
1046	296	635	1
1047	296	639	1
1048	297	387	1
1049	297	390	1
1050	297	429	1
1051	297	438	1
1052	297	439	1
1053	297	449	1
1054	297	461	1
1055	297	463	1
1056	297	476	1
1057	297	488	1
1058	297	493	1
1059	297	500	1
1060	297	508	1
1061	297	510	1
1062	297	512	1
1063	297	538	1
1064	297	550	1
1065	297	552	1
1066	298	480	1
1067	299	387	1
1068	300	438	1
1069	300	439	1
1070	300	476	1
1071	300	488	1
1072	300	493	1
1073	300	500	1
1074	300	512	1
1075	300	524	1
1076	301	377	1
1077	301	410	1
1078	301	429	1
1079	301	463	1
1080	301	476	1
1081	301	488	1
1082	301	493	1
1083	301	508	1
1084	301	533	1
1085	301	550	1
1086	301	606	1
1087	302	488	1
1088	302	724	1
1089	303	465	1
1090	303	495	1
1091	303	501	1
1092	303	505	1
1093	303	522	1
1094	303	620	1
1095	303	621	1
1096	303	631	1
1097	303	655	1
1098	303	721	1
1099	303	722	1
1100	304	442	1
1101	304	522	1
1102	304	524	1
1103	305	386	1
1104	305	493	1
1105	305	538	1
1106	306	472	1
1107	306	595	1
1108	306	619	1
1109	306	623	1
1110	306	645	1
1111	306	665	1
1112	307	411	1
1113	307	456	1
1114	307	462	1
1115	307	488	1
1116	307	501	1
1117	308	486	1
1118	308	499	1
1119	308	562	1
1120	308	567	1
1121	308	575	1
1122	308	680	1
1123	309	415	1
1124	310	393	1
1125	310	469	1
1126	310	518	1
1127	310	603	1
1128	311	513	1
1129	312	393	1
1130	312	396	1
1131	312	561	1
1132	313	369	1
1133	313	402	1
1134	313	438	1
1135	313	439	1
1136	313	449	1
1137	313	460	1
1138	313	461	1
1139	313	493	1
1140	313	500	1
1141	313	510	1
1142	313	512	1
1143	313	513	1
1144	313	526	1
1145	313	538	1
1146	313	552	1
1147	313	563	1
1148	314	495	1
1149	314	521	1
1150	314	558	1
1151	315	533	1
1152	316	444	1
1153	317	415	1
1154	318	393	1
1155	318	560	1
1156	318	637	1
1157	319	499	1
1158	319	543	1
1159	320	369	1
1160	320	402	1
1161	320	438	1
1162	320	439	1
1163	320	449	1
1164	320	460	1
1165	320	476	1
1166	320	493	1
1167	320	500	1
1168	320	510	1
1169	320	512	1
1170	320	513	1
1171	320	525	1
1172	320	526	1
1173	320	538	1
1174	320	552	1
1175	320	563	1
1176	321	533	1
1177	322	562	1
1178	323	410	1
1179	324	410	1
1180	325	394	1
1181	325	499	1
1182	325	562	1
1183	325	682	1
1184	325	683	1
1185	325	684	1
1186	325	726	1
1187	325	727	1
1188	325	728	1
1189	325	730	1
1190	326	459	1
1191	326	522	1
1192	327	369	1
1193	327	377	1
1194	327	387	1
1195	327	402	1
1196	327	429	1
1197	327	438	1
1198	327	439	1
1199	327	442	1
1200	327	449	1
1201	327	460	1
1202	327	463	1
1203	327	476	1
1204	327	493	1
1205	327	500	1
1206	327	508	1
1207	327	510	1
1208	327	512	1
1209	327	513	1
1210	327	525	1
1211	327	526	1
1212	327	538	1
1213	327	552	1
1214	327	563	1
1215	328	377	1
1216	328	508	1
1217	328	544	1
1218	329	372	1
1219	330	385	1
1220	330	552	1
1221	331	365	1
1222	331	383	1
1223	331	561	1
1224	332	521	1
1225	332	558	1
1226	332	562	1
1227	333	369	1
1228	333	377	1
1229	333	387	1
1230	333	402	1
1231	333	429	1
1232	333	438	1
1233	333	439	1
1234	333	442	1
1235	333	449	1
1236	333	460	1
1237	333	463	1
1238	333	476	1
1239	333	493	1
1240	333	508	1
1241	333	510	1
1242	333	512	1
1243	333	513	1
1244	333	525	1
1245	333	526	1
1246	333	552	1
1247	333	563	1
1248	333	598	1
1249	334	476	1
1250	334	488	1
1251	334	500	1
1252	334	550	1
1253	334	564	1
1254	335	676	1
1255	336	428	1
1256	337	367	1
1257	337	417	1
1258	337	474	1
1259	337	477	1
1260	337	571	1
1261	337	572	1
1262	337	573	1
1263	337	574	1
1264	337	588	1
1265	338	370	1
1266	338	373	1
1267	338	404	1
1268	338	417	1
1269	338	458	1
1270	338	577	1
1271	338	578	1
1272	339	575	1
1273	339	724	1
1274	340	533	1
1275	341	508	1
1276	341	544	1
1277	342	568	1
1278	342	611	1
1279	342	629	1
1280	343	392	1
1281	343	488	1
1282	343	493	1
1283	344	675	1
1284	345	420	1
1285	345	613	1
1286	346	400	1
1287	347	393	1
1288	347	416	1
1289	347	507	1
1290	347	626	1
1291	348	377	1
1292	348	387	1
1293	349	489	1
1294	350	394	1
1295	350	486	1
1296	350	499	1
1297	350	562	1
1298	350	682	1
1299	350	683	1
1300	350	726	1
1301	350	727	1
1302	350	728	1
1303	350	729	1
1304	350	730	1
1305	351	438	1
1306	351	449	1
1307	351	488	1
1308	351	510	1
1309	351	524	1
1310	351	550	1
1311	351	675	1
1312	351	676	1
1313	352	377	1
1314	352	387	1
1315	352	429	1
1316	352	463	1
1317	353	394	1
1318	353	486	1
1319	353	499	1
1320	353	562	1
1321	353	682	1
1322	353	683	1
1323	353	684	1
1324	353	726	1
1325	353	727	1
1326	353	728	1
1327	353	729	1
1328	354	649	1
1329	355	387	1
1330	355	439	1
1331	355	476	1
1332	356	369	1
1333	356	552	1
1334	357	643	1
1335	357	659	1
1336	358	410	1
1337	359	456	1
1338	359	550	1
1339	360	469	1
1340	360	488	1
1341	360	518	1
1342	360	550	1
1343	360	555	1
1344	361	440	1
1345	362	390	1
1346	362	410	1
1347	362	438	1
1348	362	439	1
1349	362	449	1
1350	362	460	1
1351	362	461	1
1352	362	476	1
1353	362	493	1
1354	362	500	1
1355	362	510	1
1356	362	513	1
1357	362	525	1
1358	362	533	1
1359	362	552	1
1360	362	563	1
1361	362	598	1
1362	363	469	1
1363	363	555	1
1364	364	518	1
