	row_idx	variable	value
324	615	1	1
325	616	1	1
326	617	1	1
327	619	1	1
328	620	1	1
329	621	1	1
330	622	1	1
331	623	1	1
332	624	1	1
333	627	1	1
334	628	1	1
335	629	1	1
336	632	1	1
337	638	1	1
338	640	1	1
339	652	1	1
340	653	1	1
341	657	1	1
342	659	1	1
343	660	1	1
344	662	1	1
345	669	1	1
346	670	1	1
347	671	1	1
348	673	1	1
349	679	1	1
350	684	1	1
351	686	1	1
352	687	1	1
353	688	1	1
354	698	1	1
355	703	1	1
356	707	1	1
357	708	1	1
358	1	2	1
359	2	2	1
360	3	2	1
361	4	2	1
362	5	2	1
363	6	2	1
364	7	2	1
365	8	2	1
366	9	2	1
367	10	2	1
368	11	2	1
369	14	2	1
370	15	2	1
371	17	2	1
372	19	2	1
373	20	2	1
374	21	2	1
375	22	2	1
376	24	2	1
377	26	2	1
378	28	2	1
379	29	2	1
380	30	2	1
381	31	2	1
382	34	2	1
383	35	2	1
384	37	2	1
385	38	2	1
386	39	2	1
387	40	2	1
388	41	2	1
389	42	2	1
390	45	2	1
391	46	2	1
392	47	2	1
393	52	2	1
394	53	2	1
395	54	2	1
396	55	2	1
397	57	2	1
398	58	2	1
399	60	2	1
400	61	2	1
401	62	2	1
402	63	2	1
403	65	2	1
404	66	2	1
405	67	2	1
406	69	2	1
407	70	2	1
408	73	2	1
409	74	2	1
410	77	2	1
411	78	2	1
412	79	2	1
413	81	2	1
414	83	2	1
415	85	2	1
416	86	2	1
417	87	2	1
418	89	2	1
419	90	2	1
420	91	2	1
421	92	2	1
422	93	2	1
423	94	2	1
424	95	2	1
425	98	2	1
426	99	2	1
427	100	2	1
428	101	2	1
429	102	2	1
430	103	2	1
431	104	2	1
432	105	2	1
433	106	2	1
434	107	2	1
435	108	2	1
436	110	2	1
437	113	2	1
438	115	2	1
439	117	2	1
440	118	2	1
441	119	2	1
442	120	2	1
443	121	2	1
444	122	2	1
445	123	2	1
446	124	2	1
447	125	2	1
448	126	2	1
449	131	2	1
450	133	2	1
451	134	2	1
452	135	2	1
453	137	2	1
454	138	2	1
455	139	2	1
456	141	2	1
457	142	2	1
458	143	2	1
459	144	2	1
460	145	2	1
461	147	2	1
462	148	2	1
463	150	2	1
464	154	2	1
465	155	2	1
466	157	2	1
467	159	2	1
468	161	2	1
469	162	2	1
470	164	2	1
471	165	2	1
472	166	2	1
473	167	2	1
474	169	2	1
475	170	2	1
476	174	2	1
477	175	2	1
478	176	2	1
479	177	2	1
480	178	2	1
481	179	2	1
482	180	2	1
483	181	2	1
484	182	2	1
485	184	2	1
486	186	2	1
487	188	2	1
488	189	2	1
489	190	2	1
490	191	2	1
491	193	2	1
492	195	2	1
493	196	2	1
494	197	2	1
495	199	2	1
496	200	2	1
497	201	2	1
498	202	2	1
499	204	2	1
500	205	2	1
501	206	2	1
502	207	2	1
503	208	2	1
504	209	2	1
505	210	2	1
506	211	2	1
507	216	2	1
508	217	2	1
509	218	2	1
510	219	2	1
511	220	2	1
512	221	2	1
513	222	2	1
514	223	2	1
515	225	2	1
516	226	2	1
517	227	2	1
518	228	2	1
519	229	2	1
520	232	2	1
521	233	2	1
522	234	2	1
523	235	2	1
524	236	2	1
525	237	2	1
526	238	2	1
527	240	2	1
528	241	2	1
529	242	2	1
530	243	2	1
531	244	2	1
532	245	2	1
533	246	2	1
534	247	2	1
535	248	2	1
536	249	2	1
537	250	2	1
538	251	2	1
539	252	2	1
540	253	2	1
541	254	2	1
542	255	2	1
543	256	2	1
544	257	2	1
545	258	2	1
546	260	2	1
547	261	2	1
548	262	2	1
549	263	2	1
550	264	2	1
551	266	2	1
552	268	2	1
553	269	2	1
554	270	2	1
555	272	2	1
556	273	2	1
557	274	2	1
558	275	2	1
559	276	2	1
560	279	2	1
561	280	2	1
562	281	2	1
563	283	2	1
564	284	2	1
565	285	2	1
566	286	2	1
567	290	2	1
568	291	2	1
569	293	2	1
570	295	2	1
571	296	2	1
572	301	2	1
573	302	2	1
574	303	2	1
575	305	2	1
576	306	2	1
577	307	2	1
578	309	2	1
579	310	2	1
580	311	2	1
581	313	2	1
582	314	2	1
583	315	2	1
584	316	2	1
585	319	2	1
586	320	2	1
587	321	2	1
588	322	2	1
589	323	2	1
590	324	2	1
591	327	2	1
592	328	2	1
593	329	2	1
594	331	2	1
595	332	2	1
596	334	2	1
597	335	2	1
598	336	2	1
599	337	2	1
600	338	2	1
601	340	2	1
602	341	2	1
603	342	2	1
604	343	2	1
605	345	2	1
606	347	2	1
607	348	2	1
608	350	2	1
609	352	2	1
610	353	2	1
611	355	2	1
612	356	2	1
613	357	2	1
614	358	2	1
615	359	2	1
616	360	2	1
617	361	2	1
618	362	2	1
619	364	2	1
620	365	2	1
621	366	2	1
622	367	2	1
623	369	2	1
624	370	2	1
625	371	2	1
626	375	2	1
627	377	2	1
628	379	2	1
629	381	2	1
630	382	2	1
631	384	2	1
632	385	2	1
633	386	2	1
634	388	2	1
635	389	2	1
636	390	2	1
637	392	2	1
638	394	2	1
639	395	2	1
640	396	2	1
641	397	2	1
642	398	2	1
643	401	2	1
644	402	2	1
645	403	2	1
646	404	2	1
647	405	2	1
648	406	2	1
649	408	2	1
650	409	2	1
651	412	2	1
652	413	2	1
653	418	2	1
654	419	2	1
655	423	2	1
656	425	2	1
657	427	2	1
658	428	2	1
659	429	2	1
660	431	2	1
661	432	2	1
662	433	2	1
663	434	2	1
664	435	2	1
665	439	2	1
666	440	2	1
667	442	2	1
668	443	2	1
669	446	2	1
670	447	2	1
671	450	2	1
672	451	2	1
673	452	2	1
674	453	2	1
675	454	2	1
676	457	2	1
677	458	2	1
678	459	2	1
679	462	2	1
680	464	2	1
681	465	2	1
682	466	2	1
683	467	2	1
684	468	2	1
685	469	2	1
686	470	2	1
687	471	2	1
688	476	2	1
689	478	2	1
690	479	2	1
691	481	2	1
692	482	2	1
693	484	2	1
694	485	2	1
695	487	2	1
696	488	2	1
697	489	2	1
698	491	2	1
699	492	2	1
700	493	2	1
701	495	2	1
702	497	2	1
703	499	2	1
704	500	2	1
705	501	2	1
706	502	2	1
707	503	2	1
708	504	2	1
709	505	2	1
710	506	2	1
711	507	2	1
712	508	2	1
713	509	2	1
714	510	2	1
715	511	2	1
716	512	2	1
717	513	2	1
718	516	2	1
719	517	2	1
720	518	2	1
721	519	2	1
722	520	2	1
723	521	2	1
724	522	2	1
725	523	2	1
726	524	2	1
727	525	2	1
728	526	2	1
729	528	2	1
730	529	2	1
731	531	2	1
732	532	2	1
733	533	2	1
734	535	2	1
735	536	2	1
736	537	2	1
737	538	2	1
738	539	2	1
739	540	2	1
740	541	2	1
741	543	2	1
742	544	2	1
743	545	2	1
744	547	2	1
745	550	2	1
746	551	2	1
747	553	2	1
748	554	2	1
749	555	2	1
750	558	2	1
751	559	2	1
752	561	2	1
753	562	2	1
754	563	2	1
755	564	2	1
756	565	2	1
757	566	2	1
758	568	2	1
759	569	2	1
760	570	2	1
761	571	2	1
762	574	2	1
763	576	2	1
764	577	2	1
765	578	2	1
766	580	2	1
767	581	2	1
768	582	2	1
769	584	2	1
770	585	2	1
771	586	2	1
772	587	2	1
773	588	2	1
774	589	2	1
775	590	2	1
776	591	2	1
777	592	2	1
778	593	2	1
779	596	2	1
780	597	2	1
781	598	2	1
782	601	2	1
783	603	2	1
784	605	2	1
785	606	2	1
786	609	2	1
787	612	2	1
788	613	2	1
789	614	2	1
790	615	2	1
791	617	2	1
792	619	2	1
793	620	2	1
794	621	2	1
795	622	2	1
796	623	2	1
797	624	2	1
798	626	2	1
799	627	2	1
800	629	2	1
801	630	2	1
802	632	2	1
803	638	2	1
804	640	2	1
805	651	2	1
806	652	2	1
807	653	2	1
808	655	2	1
809	657	2	1
810	659	2	1
811	660	2	1
812	661	2	1
813	662	2	1
814	663	2	1
815	664	2	1
816	665	2	1
817	670	2	1
818	671	2	1
819	672	2	1
820	674	2	1
821	676	2	1
822	679	2	1
823	681	2	1
824	682	2	1
825	686	2	1
826	688	2	1
827	698	2	1
828	703	2	1
829	707	2	1
830	708	2	1
831	1	3	1
832	6	3	1
833	11	3	1
834	20	3	1
835	53	3	1
836	77	3	1
837	89	3	1
838	95	3	1
839	98	3	1
840	131	3	1
841	137	3	1
842	148	3	1
843	170	3	1
844	204	3	1
845	210	3	1
846	219	3	1
847	263	3	1
848	281	3	1
849	301	3	1
850	306	3	1
851	377	3	1
852	435	3	1
853	470	3	1
854	485	3	1
855	500	3	1
856	529	3	1
857	539	3	1
858	553	3	1
859	580	3	1
860	582	3	1
861	614	3	1
862	623	3	1
863	626	3	1
864	659	3	1
865	1	4	1
866	3	4	1
867	4	4	1
868	5	4	1
869	6	4	1
870	7	4	1
871	9	4	1
872	10	4	1
873	11	4	1
874	15	4	1
875	17	4	1
876	20	4	1
877	21	4	1
878	22	4	1
879	24	4	1
880	25	4	1
881	26	4	1
882	28	4	1
883	29	4	1
884	30	4	1
885	33	4	1
886	34	4	1
887	35	4	1
888	37	4	1
889	38	4	1
890	40	4	1
891	41	4	1
892	42	4	1
893	45	4	1
894	46	4	1
895	47	4	1
896	50	4	1
897	52	4	1
898	53	4	1
899	54	4	1
900	55	4	1
901	58	4	1
902	59	4	1
903	60	4	1
904	61	4	1
905	62	4	1
906	63	4	1
907	66	4	1
908	67	4	1
909	69	4	1
910	70	4	1
911	74	4	1
912	76	4	1
913	77	4	1
914	78	4	1
915	79	4	1
916	81	4	1
917	83	4	1
918	86	4	1
919	87	4	1
920	89	4	1
921	90	4	1
922	92	4	1
923	93	4	1
924	94	4	1
925	98	4	1
926	100	4	1
927	101	4	1
928	102	4	1
929	103	4	1
930	104	4	1
931	105	4	1
932	108	4	1
933	112	4	1
934	115	4	1
935	118	4	1
936	119	4	1
937	121	4	1
938	122	4	1
939	123	4	1
940	124	4	1
941	125	4	1
942	126	4	1
943	131	4	1
944	133	4	1
945	134	4	1
946	135	4	1
947	137	4	1
948	139	4	1
949	141	4	1
950	142	4	1
951	143	4	1
952	145	4	1
953	147	4	1
954	148	4	1
955	150	4	1
956	152	4	1
957	153	4	1
958	154	4	1
959	155	4	1
960	157	4	1
961	159	4	1
962	161	4	1
963	162	4	1
964	164	4	1
965	165	4	1
966	166	4	1
967	169	4	1
968	170	4	1
969	175	4	1
970	176	4	1
971	177	4	1
972	179	4	1
973	181	4	1
974	182	4	1
975	186	4	1
976	188	4	1
977	189	4	1
978	190	4	1
979	191	4	1
980	192	4	1
981	196	4	1
982	197	4	1
983	198	4	1
984	201	4	1
985	203	4	1
986	204	4	1
987	206	4	1
988	207	4	1
989	208	4	1
990	209	4	1
991	210	4	1
992	211	4	1
993	212	4	1
994	216	4	1
995	218	4	1
996	219	4	1
997	220	4	1
998	221	4	1
999	223	4	1
1000	226	4	1
1001	227	4	1
1002	228	4	1
1003	232	4	1
1004	233	4	1
1005	234	4	1
1006	235	4	1
1007	237	4	1
1008	238	4	1
1009	240	4	1
1010	241	4	1
1011	243	4	1
1012	244	4	1
1013	245	4	1
1014	246	4	1
1015	249	4	1
1016	252	4	1
1017	253	4	1
1018	255	4	1
1019	256	4	1
1020	258	4	1
1021	260	4	1
1022	261	4	1
1023	262	4	1
1024	263	4	1
1025	266	4	1
1026	268	4	1
1027	269	4	1
1028	270	4	1
1029	272	4	1
1030	273	4	1
1031	274	4	1
1032	275	4	1
1033	276	4	1
1034	278	4	1
1035	279	4	1
1036	280	4	1
1037	281	4	1
1038	282	4	1
1039	283	4	1
1040	284	4	1
1041	285	4	1
1042	286	4	1
1043	290	4	1
1044	291	4	1
1045	293	4	1
1046	295	4	1
1047	296	4	1
1048	301	4	1
1049	302	4	1
1050	303	4	1
1051	305	4	1
1052	306	4	1
1053	307	4	1
1054	308	4	1
1055	309	4	1
1056	310	4	1
1057	313	4	1
1058	315	4	1
1059	316	4	1
1060	319	4	1
1061	320	4	1
1062	323	4	1
1063	326	4	1
1064	327	4	1
1065	328	4	1
1066	331	4	1
1067	332	4	1
1068	333	4	1
1069	334	4	1
1070	335	4	1
1071	337	4	1
1072	340	4	1
1073	341	4	1
1074	342	4	1
1075	343	4	1
1076	345	4	1
1077	347	4	1
1078	348	4	1
1079	352	4	1
1080	353	4	1
1081	355	4	1
1082	356	4	1
1083	358	4	1
1084	359	4	1
1085	360	4	1
1086	361	4	1
1087	362	4	1
1088	364	4	1
1089	365	4	1
1090	366	4	1
1091	367	4	1
1092	369	4	1
1093	370	4	1
1094	371	4	1
1095	372	4	1
1096	375	4	1
1097	376	4	1
1098	377	4	1
1099	379	4	1
1100	380	4	1
1101	381	4	1
1102	382	4	1
1103	384	4	1
1104	385	4	1
1105	386	4	1
1106	389	4	1
1107	390	4	1
1108	392	4	1
1109	395	4	1
1110	396	4	1
1111	397	4	1
1112	398	4	1
1113	402	4	1
1114	403	4	1
1115	404	4	1
1116	405	4	1
1117	406	4	1
1118	408	4	1
1119	409	4	1
1120	413	4	1
1121	419	4	1
1122	423	4	1
1123	425	4	1
1124	428	4	1
1125	432	4	1
1126	433	4	1
1127	434	4	1
1128	435	4	1
1129	439	4	1
1130	442	4	1
1131	443	4	1
1132	445	4	1
1133	446	4	1
1134	447	4	1
1135	451	4	1
1136	452	4	1
1137	453	4	1
1138	454	4	1
1139	457	4	1
1140	458	4	1
1141	459	4	1
1142	464	4	1
1143	466	4	1
1144	469	4	1
1145	470	4	1
1146	471	4	1
1147	472	4	1
1148	475	4	1
1149	476	4	1
1150	478	4	1
1151	481	4	1
1152	482	4	1
1153	483	4	1
1154	484	4	1
1155	485	4	1
1156	488	4	1
1157	489	4	1
1158	491	4	1
1159	492	4	1
1160	493	4	1
1161	495	4	1
1162	497	4	1
1163	499	4	1
1164	500	4	1
1165	501	4	1
1166	502	4	1
1167	503	4	1
1168	504	4	1
1169	505	4	1
1170	506	4	1
1171	508	4	1
1172	509	4	1
1173	510	4	1
1174	511	4	1
1175	512	4	1
1176	513	4	1
1177	517	4	1
1178	518	4	1
1179	519	4	1
1180	522	4	1
1181	524	4	1
1182	525	4	1
1183	527	4	1
1184	528	4	1
1185	529	4	1
1186	531	4	1
1187	532	4	1
1188	533	4	1
1189	535	4	1
1190	536	4	1
1191	537	4	1
1192	538	4	1
1193	539	4	1
1194	540	4	1
1195	541	4	1
1196	542	4	1
1197	544	4	1
1198	547	4	1
1199	550	4	1
1200	551	4	1
1201	553	4	1
1202	554	4	1
1203	555	4	1
1204	558	4	1
1205	559	4	1
1206	561	4	1
1207	562	4	1
1208	565	4	1
1209	566	4	1
1210	568	4	1
1211	570	4	1
1212	571	4	1
1213	574	4	1
1214	576	4	1
1215	577	4	1
1216	578	4	1
1217	579	4	1
1218	580	4	1
1219	581	4	1
1220	582	4	1
1221	583	4	1
1222	584	4	1
1223	586	4	1
1224	587	4	1
1225	591	4	1
1226	596	4	1
1227	598	4	1
1228	601	4	1
1229	603	4	1
1230	605	4	1
1231	606	4	1
1232	607	4	1
1233	609	4	1
1234	612	4	1
1235	614	4	1
1236	615	4	1
1237	616	4	1
1238	617	4	1
1239	619	4	1
1240	620	4	1
1241	621	4	1
1242	622	4	1
1243	623	4	1
1244	624	4	1
1245	626	4	1
1246	627	4	1
1247	629	4	1
1248	630	4	1
1249	632	4	1
1250	633	4	1
1251	638	4	1
1252	640	4	1
1253	651	4	1
1254	652	4	1
1255	653	4	1
1256	654	4	1
1257	655	4	1
1258	657	4	1
1259	659	4	1
1260	660	4	1
1261	661	4	1
1262	662	4	1
1263	663	4	1
1264	665	4	1
1265	670	4	1
1266	671	4	1
1267	676	4	1
1268	681	4	1
1269	682	4	1
1270	686	4	1
1271	688	4	1
1272	698	4	1
1273	703	4	1
1274	707	4	1
1275	708	4	1
1276	1	5	1
1277	2	5	1
1278	3	5	1
1279	4	5	1
1280	6	5	1
1281	7	5	1
1282	10	5	1
1283	11	5	1
1284	15	5	1
1285	19	5	1
1286	20	5	1
1287	22	5	1
1288	24	5	1
1289	26	5	1
1290	28	5	1
1291	29	5	1
1292	32	5	1
1293	35	5	1
1294	37	5	1
1295	38	5	1
1296	40	5	1
1297	41	5	1
1298	46	5	1
1299	52	5	1
1300	53	5	1
1301	54	5	1
1302	55	5	1
1303	58	5	1
1304	61	5	1
1305	62	5	1
1306	63	5	1
1307	66	5	1
1308	69	5	1
1309	70	5	1
1310	74	5	1
1311	76	5	1
1312	77	5	1
1313	79	5	1
1314	83	5	1
1315	86	5	1
1316	87	5	1
1317	89	5	1
1318	90	5	1
1319	94	5	1
1320	98	5	1
1321	100	5	1
1322	101	5	1
1323	102	5	1
1324	103	5	1
1325	104	5	1
1326	105	5	1
1327	106	5	1
1328	107	5	1
1329	108	5	1
1330	117	5	1
1331	119	5	1
1332	121	5	1
1333	123	5	1
1334	124	5	1
1335	126	5	1
1336	129	5	1
1337	133	5	1
1338	134	5	1
1339	135	5	1
1340	137	5	1
1341	138	5	1
1342	139	5	1
1343	141	5	1
1344	142	5	1
1345	143	5	1
1346	144	5	1
1347	145	5	1
1348	147	5	1
1349	148	5	1
1350	150	5	1
1351	152	5	1
1352	154	5	1
1353	157	5	1
1354	159	5	1
1355	162	5	1
1356	164	5	1
1357	166	5	1
1358	168	5	1
1359	169	5	1
1360	170	5	1
1361	174	5	1
1362	175	5	1
1363	176	5	1
1364	179	5	1
1365	180	5	1
1366	181	5	1
1367	182	5	1
1368	183	5	1
1369	186	5	1
1370	188	5	1
1371	189	5	1
1372	190	5	1
1373	191	5	1
1374	195	5	1
1375	196	5	1
1376	198	5	1
1377	201	5	1
1378	204	5	1
1379	205	5	1
1380	206	5	1
1381	207	5	1
1382	208	5	1
1383	210	5	1
1384	211	5	1
1385	212	5	1
1386	216	5	1
1387	218	5	1
1388	219	5	1
1389	221	5	1
1390	223	5	1
1391	226	5	1
1392	227	5	1
1393	228	5	1
1394	232	5	1
1395	233	5	1
1396	234	5	1
1397	235	5	1
1398	240	5	1
1399	241	5	1
1400	243	5	1
1401	244	5	1
1402	245	5	1
1403	246	5	1
1404	248	5	1
1405	252	5	1
1406	253	5	1
1407	256	5	1
1408	257	5	1
1409	258	5	1
1410	260	5	1
1411	261	5	1
1412	262	5	1
1413	263	5	1
1414	266	5	1
1415	269	5	1
1416	270	5	1
1417	272	5	1
1418	273	5	1
1419	274	5	1
1420	275	5	1
1421	276	5	1
1422	277	5	1
1423	279	5	1
1424	280	5	1
1425	281	5	1
1426	283	5	1
1427	284	5	1
1428	285	5	1
1429	286	5	1
1430	290	5	1
1431	291	5	1
1432	293	5	1
1433	295	5	1
1434	296	5	1
1435	301	5	1
1436	302	5	1
1437	303	5	1
1438	305	5	1
1439	306	5	1
1440	307	5	1
1441	309	5	1
1442	310	5	1
1443	315	5	1
1444	316	5	1
1445	319	5	1
1446	320	5	1
1447	321	5	1
1448	327	5	1
1449	328	5	1
1450	331	5	1
1451	333	5	1
1452	335	5	1
1453	337	5	1
1454	340	5	1
1455	341	5	1
1456	342	5	1
1457	343	5	1
1458	345	5	1
1459	348	5	1
1460	350	5	1
1461	352	5	1
1462	353	5	1
1463	355	5	1
1464	356	5	1
1465	358	5	1
1466	359	5	1
1467	364	5	1
1468	366	5	1
1469	369	5	1
1470	370	5	1
1471	371	5	1
1472	375	5	1
1473	379	5	1
1474	381	5	1
1475	382	5	1
1476	385	5	1
1477	386	5	1
1478	389	5	1
1479	392	5	1
1480	394	5	1
1481	396	5	1
1482	397	5	1
1483	402	5	1
1484	403	5	1
1485	405	5	1
1486	408	5	1
1487	409	5	1
1488	413	5	1
1489	419	5	1
1490	420	5	1
1491	423	5	1
1492	425	5	1
1493	431	5	1
1494	432	5	1
1495	433	5	1
1496	435	5	1
1497	446	5	1
1498	447	5	1
1499	453	5	1
1500	454	5	1
1501	457	5	1
1502	458	5	1
1503	460	5	1
1504	464	5	1
1505	465	5	1
1506	468	5	1
1507	470	5	1
1508	478	5	1
1509	482	5	1
1510	484	5	1
1511	485	5	1
1512	487	5	1
1513	489	5	1
1514	490	5	1
1515	491	5	1
1516	492	5	1
1517	497	5	1
1518	499	5	1
1519	500	5	1
1520	501	5	1
1521	502	5	1
1522	504	5	1
1523	506	5	1
1524	508	5	1
1525	509	5	1
1526	510	5	1
1527	511	5	1
1528	517	5	1
1529	522	5	1
1530	527	5	1
1531	529	5	1
1532	531	5	1
1533	533	5	1
1534	535	5	1
1535	536	5	1
1536	537	5	1
1537	538	5	1
1538	539	5	1
1539	540	5	1
1540	541	5	1
1541	543	5	1
1542	544	5	1
1543	547	5	1
1544	549	5	1
1545	550	5	1
1546	551	5	1
1547	553	5	1
1548	555	5	1
1549	558	5	1
1550	561	5	1
1551	562	5	1
1552	565	5	1
1553	566	5	1
1554	571	5	1
1555	574	5	1
1556	577	5	1
1557	578	5	1
1558	579	5	1
1559	580	5	1
1560	582	5	1
1561	583	5	1
1562	584	5	1
1563	586	5	1
1564	587	5	1
1565	593	5	1
1566	598	5	1
1567	601	5	1
1568	603	5	1
1569	606	5	1
1570	612	5	1
1571	614	5	1
1572	615	5	1
1573	617	5	1
1574	619	5	1
1575	621	5	1
1576	623	5	1
1577	624	5	1
1578	626	5	1
1579	627	5	1
1580	629	5	1
1581	632	5	1
1582	638	5	1
1583	640	5	1
1584	653	5	1
1585	657	5	1
1586	659	5	1
1587	660	5	1
1588	664	5	1
1589	665	5	1
1590	667	5	1
1591	670	5	1
1592	671	5	1
1593	674	5	1
1594	682	5	1
1595	686	5	1
1596	688	5	1
1597	693	5	1
1598	698	5	1
1599	708	5	1
1600	3	6	1
1601	4	6	1
1602	11	6	1
1603	14	6	1
1604	15	6	1
1605	20	6	1
1606	26	6	1
1607	28	6	1
1608	31	6	1
1609	38	6	1
1610	40	6	1
1611	41	6	1
1612	47	6	1
1613	50	6	1
1614	52	6	1
1615	53	6	1
1616	58	6	1
1617	63	6	1
1618	74	6	1
1619	77	6	1
1620	87	6	1
1621	89	6	1
1622	90	6	1
1623	92	6	1
1624	98	6	1
1625	99	6	1
1626	100	6	1
1627	103	6	1
1628	105	6	1
1629	121	6	1
1630	124	6	1
1631	134	6	1
1632	135	6	1
1633	138	6	1
1634	141	6	1
1635	142	6	1
1636	143	6	1
1637	148	6	1
1638	150	6	1
1639	154	6	1
1640	159	6	1
1641	162	6	1
1642	163	6	1
1643	165	6	1
1644	166	6	1
1645	170	6	1
1646	175	6	1
1647	178	6	1
1648	179	6	1
1649	186	6	1
1650	190	6	1
1651	191	6	1
1652	199	6	1
1653	201	6	1
1654	204	6	1
1655	205	6	1
1656	206	6	1
1657	207	6	1
1658	208	6	1
1659	209	6	1
1660	210	6	1
1661	216	6	1
1662	219	6	1
1663	223	6	1
1664	227	6	1
